step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774375873.17,195.55,65.78,184.15,0.02,70.34,drive,0.2,1.0,0,0.5,False
1,1774375876.32,195.18,84.83,175.78,0.63,64.24,drive,0.2,1.0,0,0.5,False
2,1774375879.24,193.71,125.95,147.17,1.18,49.44,drive,0.2,1.0,0,0.5,False
3,1774375882.22,190.61,170.93,84.36,1.67,26.27,drive,0.2,0.5,0,0.5,False
4,1774375885.31,185.29,182.31,33.1,2.22,10.29,drive,0.2,0.2,0,0.5,False
5,1774375888.16,177.79,177.64,7.31,2.79,2.36,drive,0.2,0.1,0,0.5,False
6,1774375891.35,169.11,168.94,-7.77,3.34,-2.63,brake,0,0,15.0,1.0,True
7,1774375894.37,160.66,160.46,-7.9,1.66,-2.82,drive,0.2,-0.1,0,0.5,False
8,1774375897.42,154.27,154.26,1.61,3.49,0.6,brake,0,0,15.0,1.0,True
9,1774375900.69,139.55,139.51,3.28,5.83,1.35,brake,0,0,20.0,1.0,False
10,1774375903.36,119.07,119.02,3.62,5.24,1.74,brake,0,0,20.0,1.0,False
11,1774375906.53,107.94,107.89,3.34,2.99,1.77,brake,0,0,15.0,1.0,False
12,1774375909.63,100.72,100.67,3.16,1.28,1.8,brake,0,0,10.0,1.0,False
13,1774375912.5,98.27,98.22,3.06,0.12,1.79,brake,0,0,5.0,1.0,False
14,1774375915.42,98.13,98.09,3.04,0.0,1.78,brake,0,0,5.0,1.0,False
15,1774375919.99,98.14,98.09,3.03,0.0,1.77,brake,0,0,5.0,1.0,False
16,1774375923.01,98.14,98.09,3.01,0.0,1.76,brake,0,0,5.0,1.0,False
17,1774375926.14,98.13,98.09,3.0,0.0,1.75,brake,0,0,5.0,1.0,False
18,1774375929.08,98.13,98.09,2.99,0.0,1.75,brake,0,0,5.0,1.0,False
19,1774375932.05,98.13,98.09,2.97,0.0,1.74,brake,0,0,5.0,1.0,False
20,1774375934.8,98.13,98.09,2.96,0.0,1.73,brake,0,0,5.0,1.0,False
21,1774375937.9,98.13,98.09,2.95,0.0,1.72,brake,0,0,5.0,1.0,False
22,1774375940.86,98.13,98.09,2.94,0.0,1.72,brake,0,0,5.0,1.0,False
23,1774375946.56,98.13,98.09,2.93,0.0,1.71,brake,0,0,5.0,1.0,False
24,1774375949.61,98.12,98.08,2.9,0.0,1.69,brake,0,0,5.0,1.0,False
25,1774375952.8,98.12,98.08,2.89,0.0,1.69,brake,0,0,5.0,1.0,False
26,1774375955.77,98.12,98.08,2.87,0.0,1.68,brake,0,0,5.0,1.0,False
27,1774375958.79,98.12,98.08,2.86,0.0,1.67,brake,0,0,5.0,1.0,False
28,1774375961.99,98.12,98.08,2.85,0.0,1.66,brake,0,0,5.0,1.0,False
29,1774375965.02,98.12,98.08,2.84,0.0,1.66,brake,0,0,5.0,1.0,False
30,1774375968.11,98.12,98.08,2.82,0.0,1.65,brake,0,0,5.0,1.0,False
31,1774375971.31,98.12,98.08,2.81,0.0,1.64,brake,0,0,5.0,1.0,False
32,1774375974.11,98.12,98.08,2.8,0.0,1.63,brake,0,0,5.0,1.0,False
33,1774375976.97,98.12,98.08,2.78,0.0,1.62,brake,0,0,5.0,1.0,False
34,1774375979.82,98.11,98.07,2.77,0.0,1.62,brake,0,0,5.0,1.0,False
35,1774375983.12,98.11,98.07,2.76,0.0,1.61,brake,0,0,5.0,1.0,False
36,1774375985.99,98.11,98.07,2.75,0.0,1.6,brake,0,0,5.0,1.0,False
37,1774375988.99,98.11,98.07,2.74,0.0,1.6,brake,0,0,5.0,1.0,False
38,1774375992.05,98.11,98.07,2.72,0.0,1.59,brake,0,0,5.0,1.0,False
39,1774375994.83,98.11,98.07,2.71,0.0,1.58,brake,0,0,5.0,1.0,False
40,1774375998.0,98.11,98.07,2.69,0.0,1.57,brake,0,0,5.0,1.0,False
41,1774376000.89,98.11,98.07,2.68,0.0,1.56,brake,0,0,5.0,1.0,False
42,1774376003.87,98.11,98.07,2.67,0.0,1.56,brake,0,0,5.0,1.0,False
43,1774376006.81,98.11,98.07,2.66,0.0,1.55,brake,0,0,5.0,1.0,False
44,1774376009.68,98.11,98.07,2.64,0.0,1.54,brake,0,0,5.0,1.0,False
45,1774376012.7,98.1,98.07,2.63,0.0,1.54,brake,0,0,5.0,1.0,False
46,1774376015.81,98.1,98.07,2.62,0.0,1.53,brake,0,0,5.0,1.0,False
47,1774376018.92,98.1,98.07,2.6,0.0,1.52,brake,0,0,5.0,1.0,False
48,1774376021.89,98.1,98.07,2.59,0.0,1.51,brake,0,0,5.0,1.0,False
49,1774376024.69,98.1,98.07,2.58,0.0,1.5,brake,0,0,5.0,1.0,False
50,1774376027.56,98.1,98.07,2.56,0.0,1.5,brake,0,0,5.0,1.0,False
51,1774376030.61,98.1,98.07,2.55,0.0,1.49,brake,0,0,5.0,1.0,False
52,1774376033.53,98.1,98.07,2.54,0.0,1.48,brake,0,0,5.0,1.0,False
53,1774376036.67,98.1,98.07,2.52,0.0,1.47,brake,0,0,5.0,1.0,False
54,1774376039.47,98.1,98.06,2.52,0.0,1.47,brake,0,0,5.0,1.0,False
55,1774376042.35,98.1,98.06,2.5,0.0,1.46,brake,0,0,5.0,1.0,False
56,1774376045.19,98.1,98.06,2.49,0.0,1.45,brake,0,0,5.0,1.0,False
57,1774376047.94,98.09,98.06,2.47,0.0,1.45,brake,0,0,5.0,1.0,False
58,1774376051.44,98.09,98.06,2.46,0.0,1.44,brake,0,0,5.0,1.0,False
59,1774376054.43,98.09,98.06,2.45,0.0,1.43,brake,0,0,5.0,1.0,False
60,1774376057.45,98.09,98.06,2.44,0.0,1.42,brake,0,0,5.0,1.0,False
61,1774376061.52,98.09,98.06,2.42,0.0,1.41,brake,0,0,5.0,1.0,False
62,1774376064.76,98.09,98.06,2.4,0.0,1.4,brake,0,0,5.0,1.0,False
63,1774376068.86,98.09,98.06,2.39,0.0,1.4,brake,0,0,5.0,1.0,False
64,1774376072.39,98.09,98.06,2.37,0.0,1.39,brake,0,0,5.0,1.0,False
65,1774376075.48,98.08,98.06,2.36,0.0,1.38,brake,0,0,5.0,1.0,False
66,1774376078.4,98.08,98.05,2.34,0.0,1.37,brake,0,0,5.0,1.0,False
67,1774376081.32,98.08,98.05,2.32,0.0,1.36,brake,0,0,5.0,1.0,False
68,1774376084.12,98.08,98.05,2.31,0.0,1.35,brake,0,0,5.0,1.0,False
69,1774376087.17,98.08,98.05,2.3,0.0,1.35,brake,0,0,5.0,1.0,False
70,1774376090.14,98.08,98.05,2.29,0.0,1.34,brake,0,0,5.0,1.0,False
71,1774376093.45,98.08,98.05,2.28,0.0,1.33,brake,0,0,5.0,1.0,False
72,1774376096.4,98.08,98.05,2.26,0.0,1.32,brake,0,0,5.0,1.0,False
73,1774376102.3,98.08,98.05,2.25,0.0,1.32,brake,0,0,5.0,1.0,False
74,1774376105.9,98.07,98.05,2.23,0.0,1.3,brake,0,0,5.0,1.0,False
75,1774376109.01,98.07,98.04,2.21,0.0,1.29,brake,0,0,5.0,1.0,False
76,1774376111.79,98.07,98.04,2.2,0.0,1.29,brake,0,0,5.0,1.0,False
77,1774376114.96,98.07,98.04,2.19,0.0,1.28,brake,0,0,5.0,1.0,False
78,1774376118.12,98.07,98.04,2.17,0.0,1.27,brake,0,0,5.0,1.0,False
