step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774377544.3,212.1,-94.36,189.95,0.02,116.42,drive,0.2,1.0,0,0.5,False
1,1774377546.69,212.24,-83.37,195.18,0.6,113.13,drive,0.2,1.0,0,0.5,False
2,1774377549.02,212.74,-40.21,208.9,1.13,100.9,drive,0.2,1.0,0,0.5,False
3,1774377551.74,212.79,33.96,210.07,1.61,80.82,drive,0.2,1.0,0,0.5,False
4,1774377554.83,211.15,124.54,170.51,2.03,53.86,drive,0.2,1.0,0,0.5,False
5,1774377557.16,206.22,192.62,73.65,2.39,20.92,drive,0.2,0.5,0,0.5,False
6,1774377559.78,200.37,197.99,-30.8,2.87,-8.84,drive,0.2,-0.5,0,0.5,False
7,1774377562.15,192.77,191.11,25.3,3.28,7.54,brake,0,0,15.0,1.0,True
8,1774377564.48,186.2,181.64,40.97,1.58,12.71,drive,0.2,0.3,0,0.5,False
9,1774377566.78,182.29,181.57,16.19,2.11,5.1,drive,0.2,0.2,0,0.5,False
10,1774377569.89,175.37,173.63,-24.68,4.59,-8.09,brake,0,0,20,1.0,False
11,1774377572.09,157.69,153.66,-35.42,5.6,-12.98,brake,0,0,30,1.0,False
12,1774377574.44,145.38,141.21,-34.58,3.95,-13.76,brake,0,0,15.0,1.0,True
13,1774377576.61,137.4,133.1,-34.11,2.21,-14.37,drive,0.1,-0.5,0,1.0,False
14,1774377578.88,132.66,132.63,2.63,2.39,1.14,drive,0.2,0.1,0,1.0,False
15,1774377581.25,126.91,126.89,2.12,2.93,0.96,drive,0.2,0.1,0,1.0,False
16,1774377583.86,119.68,119.37,-8.69,3.46,-4.17,brake,0,0,15.0,1.0,True
17,1774377586.15,111.67,111.24,-9.83,1.76,-5.05,drive,0.2,-0.3,0,1.0,False
18,1774377588.49,107.39,107.21,6.31,2.28,3.37,drive,0.2,0.2,0,1.0,False
19,1774377590.99,101.74,101.66,-4.05,2.82,-2.28,drive,0.2,-0.2,0,1.0,False
20,1774377594.11,94.39,93.97,8.93,3.34,5.43,brake,0,0,10,0.5,False
21,1774377596.49,84.76,84.04,10.99,2.23,7.45,drive,0.2,0.3,0,1.0,False
22,1774377598.74,79.28,79.19,-3.79,2.75,-2.74,drive,0.2,-0.2,0,1.0,False
23,1774377600.85,72.7,72.51,5.29,3.27,4.17,brake,0,0,10,0.5,False
24,1774377604.3,66.7,66.39,6.46,2.11,5.56,drive,0.2,0.2,0,1.0,False
25,1774377608.6,59.12,59.11,-0.86,2.63,-0.83,drive,0.2,-0.1,0,1.0,False
26,1774377610.82,47.56,47.52,1.97,3.16,2.37,brake,0,0,10,0.5,False
27,1774377615.12,41.23,41.16,2.39,1.99,3.32,drive,0.1,0.2,0,1.0,False
28,1774377617.43,32.51,32.48,-1.41,2.25,-2.48,drive,0.2,-0.2,0,1.0,False
29,1774377619.56,27.14,27.08,1.87,2.77,3.95,brake,0,0,10,0.5,False
30,1774377621.7,21.9,21.77,2.37,1.61,6.21,drive,0.2,0.2,0,1.0,False
31,1774377624.61,18.15,18.14,0.5,2.16,1.57,drive,0.1,0.1,0,1.0,False
32,1774377627.2,11.67,11.66,-0.53,2.43,-2.6,drive,0.1,-0.1,0,1.0,False
33,1774377629.38,5.25,5.25,-0.13,2.69,-1.4,brake,0,0,30,1.0,False
