step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774379861.78,141.71,-64.47,-126.2,0.01,-117.06,drive,0.2,-1,0,0.5,False
1,1774379864.55,141.99,-51.29,-132.4,0.62,-111.18,drive,0.2,-1,0,0.5,False
2,1774379867.62,142.56,-16.86,-141.56,1.16,-96.79,drive,0.2,-1,0,0.5,False
3,1774379870.47,142.47,36.8,-137.64,1.64,-75.03,drive,0.2,-0.8,0,0.5,False
4,1774379873.2,140.39,89.95,-107.79,2.07,-50.16,drive,0.2,-0.5,0,0.5,False
5,1774379875.91,135.91,114.91,-72.58,2.53,-32.28,drive,0.2,-0.3,0,0.5,False
6,1774379878.82,129.33,121.52,-44.27,3.01,-20.02,brake,0,0,15.0,1.0,True
7,1774379881.79,123.14,114.88,-44.34,1.25,-21.11,drive,0.2,-0.2,0,0.5,False
8,1774379884.8,119.06,114.06,-34.12,1.79,-16.65,drive,0.2,-0.2,0,0.5,False
9,1774379888.78,113.31,111.43,-20.6,2.46,-10.47,drive,0.2,-0.2,0,0.5,False
10,1774379891.67,94.29,92.91,16.07,7.26,9.81,brake,0,0,20,0.5,False
11,1774379894.55,73.04,70.75,18.15,6.77,14.39,brake,0,0,20,0.5,False
12,1774379897.21,56.94,54.03,17.98,4.47,18.41,brake,0,0,15.0,1.0,True
13,1774379900.11,47.72,44.23,17.9,2.75,22.04,drive,0.1,0.5,0,1.0,False
14,1774379902.94,39.89,39.89,0.55,2.91,0.79,drive,0.2,0.1,0,1.0,False
15,1774379905.75,31.08,30.98,-2.54,3.43,-4.69,brake,0,0,15.0,1.0,True
16,1774379908.55,23.57,23.43,-2.55,1.71,-6.2,drive,0.1,-0.3,0,1.0,False
17,1774379911.6,18.51,18.5,0.83,1.98,2.58,drive,0.2,0.1,0,1.0,False
18,1774379914.69,11.85,11.84,-0.11,2.52,-0.53,drive,0.2,-0.1,0,1.0,False
19,1774379917.32,3.48,3.46,0.44,3.05,7.17,brake,0,0,30,1.0,False
