step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774373953.16,188.75,-174.26,-72.52,0.11,-157.4,drive,0.2,-1.0,0,0.5,False
1,1774373955.5,189.28,-166.37,-90.27,0.62,-151.52,drive,0.2,-1.0,0,0.5,False
2,1774373958.16,190.83,-138.81,-130.95,1.15,-136.67,drive,0.2,-1.0,0,0.5,False
3,1774373960.55,192.96,-79.08,-176.01,1.63,-114.19,drive,0.2,-1.0,0,0.5,False
4,1774373963.04,193.9,17.35,-193.12,2.04,-84.87,drive,0.2,-1.0,0,0.5,False
5,1774373966.05,192.3,125.41,-145.77,2.38,-49.29,drive,0.2,-0.5,0,0.5,False
6,1774373968.66,186.74,167.71,-82.12,2.79,-26.09,drive,0.2,-0.3,0,0.5,False
7,1774373971.14,179.61,175.91,-36.24,3.23,-11.64,brake,0,0,15.0,1.0,True
8,1774373973.84,173.45,169.72,-35.8,1.46,-11.91,drive,0.1,-0.2,0,0.5,False
9,1774373976.46,169.37,168.18,-20.07,1.69,-6.8,drive,0.1,-0.1,0,0.5,False
10,1774373979.0,164.79,164.4,-11.39,1.91,-3.96,drive,0.1,-0.1,0,0.5,False
11,1774373982.73,159.76,159.74,-1.94,2.13,-0.7,drive,0.1,-0.1,0,0.5,False
12,1774373985.1,151.74,151.53,7.9,2.32,2.98,drive,0.1,0.1,0,0.5,False
13,1774373988.31,145.98,145.96,-2.51,2.54,-0.98,drive,0.1,-0.1,0,0.5,False
14,1774373990.89,137.72,137.24,11.45,2.87,4.77,drive,0.1,0.2,0,0.5,False
15,1774373993.46,129.61,129.56,-3.55,3.66,-1.57,brake,0,0,15.0,1.0,True
16,1774373996.36,119.31,119.3,-1.73,4.05,-0.83,brake,0,0,20,1.0,False
17,1774374000.2,106.04,106.04,0.3,4.34,0.16,brake,0,0,15.0,1.0,True
18,1774374002.7,85.7,85.7,1.13,5.12,0.75,brake,0,0,15.0,1.0,False
19,1774374005.35,74.11,74.11,0.46,3.57,0.35,brake,0,0,10.0,1.0,False
20,1774374009.06,65.79,65.79,0.38,2.38,0.33,brake,0,0,10.0,1.0,False
21,1774374011.57,58.08,58.08,0.31,1.19,0.3,brake,0,0,10.0,1.0,False
22,1774374014.08,56.18,56.18,0.25,0.02,0.25,brake,0,0,30.0,1.0,False
23,1774374016.71,56.15,56.15,0.24,0.0,0.25,brake,0,0,80.0,0.5,False
24,1774374019.43,56.16,56.16,0.23,0.0,0.23,brake,0,0,80.0,0.5,False
25,1774374022.18,56.16,56.16,0.22,0.0,0.22,brake,0,0,80.0,0.5,False
26,1774374025.09,56.16,56.16,0.2,0.0,0.21,brake,0,0,80.0,0.5,False
27,1774374027.84,56.17,56.17,0.19,0.0,0.19,brake,0,0,80.0,0.5,False
28,1774374030.36,56.17,56.17,0.18,0.0,0.18,brake,0,0,80.0,0.5,False
29,1774374032.84,56.17,56.17,0.16,0.0,0.17,brake,0,0,80.0,0.5,False
30,1774374035.76,56.18,56.18,0.15,0.0,0.16,brake,0,0,80.0,0.5,False
31,1774374038.26,56.18,56.18,0.14,0.0,0.14,brake,0,0,80.0,0.5,False
32,1774374040.68,56.18,56.18,0.13,0.0,0.13,brake,0,0,80.0,0.5,False
33,1774374043.43,56.19,56.19,0.12,0.0,0.12,brake,0,0,80.0,0.5,False
34,1774374046.05,56.19,56.19,0.11,0.0,0.11,brake,0,0,80.0,0.5,False
35,1774374048.65,56.19,56.19,0.09,0.0,0.09,brake,0,0,80.0,0.5,False
36,1774374051.14,56.2,56.2,0.08,0.0,0.08,brake,0,0,80.0,0.5,False
37,1774374053.43,56.2,56.2,0.07,0.0,0.07,brake,0,0,80.0,0.5,False
38,1774374055.84,56.2,56.2,0.06,0.0,0.06,brake,0,0,80.0,0.5,False
39,1774374058.46,56.2,56.2,0.05,0.0,0.05,brake,0,0,80.0,0.5,False
40,1774374061.21,56.21,56.21,0.04,0.0,0.04,brake,0,0,80.0,0.5,False
41,1774374063.78,56.21,56.21,0.02,0.0,0.02,brake,0,0,80.0,0.5,False
42,1774374066.65,56.21,56.21,0.01,0.0,0.01,brake,0,0,80.0,0.5,False
43,1774374069.17,56.22,56.22,-0.0,0.0,-0.0,brake,0,0,80.0,0.5,False
44,1774374071.67,56.22,56.22,-0.02,0.0,-0.02,brake,0,0,80.0,0.5,False
45,1774374074.42,56.22,56.22,-0.03,0.0,-0.03,brake,0,0,80.0,0.5,False
46,1774374076.91,56.23,56.23,-0.04,0.0,-0.04,brake,0,0,80.0,0.5,False
47,1774374080.3,56.23,56.23,-0.05,0.0,-0.05,brake,0,0,80.0,0.5,False
48,1774374082.88,56.24,56.24,-0.06,0.0,-0.06,brake,0,0,80.0,0.5,False
49,1774374085.5,56.24,56.24,-0.08,0.0,-0.08,brake,0,0,80.0,0.5,False
50,1774374088.0,56.24,56.24,-0.09,0.0,-0.09,brake,0,0,80.0,0.5,False
51,1774374090.45,56.24,56.24,-0.1,0.0,-0.1,brake,0,0,80.0,0.5,False
52,1774374093.27,56.25,56.25,-0.11,0.0,-0.11,brake,0,0,80.0,0.5,False
53,1774374095.66,56.25,56.25,-0.12,0.0,-0.12,brake,0,0,80.0,0.5,False
54,1774374099.7,56.25,56.25,-0.13,0.0,-0.13,brake,0,0,80.0,0.5,False
55,1774374102.4,56.26,56.26,-0.16,0.0,-0.16,brake,0,0,80.0,0.5,False
56,1774374105.25,56.27,56.27,-0.17,0.0,-0.17,brake,0,0,80.0,0.5,False
