step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774375716.48,297.49,159.32,-251.23,0.01,-57.62,drive,0.2,-1.0,0,0.5,False
1,1774375719.48,296.98,185.09,-232.25,0.63,-51.45,drive,0.2,-1.0,0,0.5,False
2,1774375722.58,295.15,237.4,-175.37,1.17,-36.45,drive,0.2,-1.0,0,0.5,False
3,1774375725.9,291.43,283.2,-68.79,1.64,-13.65,drive,0.2,-0.5,0,0.5,False
4,1774375728.89,285.42,285.17,11.85,2.16,2.38,drive,0.2,0.2,0,0.5,False
5,1774375731.84,278.31,276.93,-27.68,2.71,-5.71,drive,0.2,-0.2,0,0.5,False
6,1774375734.54,269.75,269.07,19.05,3.23,4.05,brake,0,0,15.0,1.0,True
7,1774375737.24,263.18,262.49,19.01,1.51,4.14,drive,0.1,0.2,0,0.5,False
8,1774375740.15,258.73,258.66,-6.19,1.8,-1.37,drive,0.1,-0.1,0,0.5,False
9,1774375743.08,253.2,253.06,8.31,2.1,1.88,drive,0.1,0.1,0,0.5,False
10,1774375746.02,243.06,241.95,-23.17,5.18,-5.47,brake,0,0,15.0,1.0,True
11,1774375748.8,225.46,223.61,-28.89,6.66,-7.36,brake,0,0,20,1.0,False
12,1774375751.56,208.25,206.33,-28.19,5.04,-7.78,brake,0,0,15,1.0,False
13,1774375755.04,196.75,194.73,-28.11,3.3,-8.22,brake,0,0,10,1.0,False
14,1774375757.96,186.82,184.7,-28.07,2.13,-8.64,brake,0,0,5,1.0,False
15,1774375761.21,181.45,179.26,-28.07,1.53,-8.9,brake,0,0,5,1.0,False
16,1774375764.02,177.31,175.08,-28.05,0.94,-9.1,brake,0,0,5,1.0,False
17,1774375767.1,175.43,173.17,-28.04,0.35,-9.2,drive,0.1,-0.2,0,1.0,False
18,1774375770.15,173.98,172.46,-22.98,0.66,-7.59,drive,0.1,-0.2,0,1.0,False
19,1774375773.04,171.6,170.97,-14.73,0.95,-4.92,drive,0.1,-0.1,0,1.0,False
20,1774375775.96,168.52,168.26,-9.29,1.25,-3.16,drive,0.1,-0.1,0,1.0,False
21,1774375778.96,164.48,164.46,-2.52,1.54,-0.88,drive,0.1,-0.1,0,1.0,False
22,1774375782.01,159.47,159.38,5.36,1.82,1.93,drive,0.1,0.1,0,1.0,False
23,1774375785.22,153.66,153.62,-3.7,2.1,-1.38,drive,0.1,-0.1,0,1.0,False
24,1774375788.27,146.61,146.48,6.09,2.37,2.38,drive,0.1,0.1,0,1.0,False
25,1774375791.05,138.99,138.93,-4.22,2.63,-1.74,drive,0.1,-0.1,0,1.0,False
26,1774375793.81,131.33,131.15,6.82,2.87,2.98,drive,0.1,0.1,0,1.0,False
27,1774375796.96,123.09,123.02,-4.2,3.12,-1.95,brake,0,0,15.0,1.0,True
28,1774375800.08,115.54,115.46,-4.19,1.39,-2.08,drive,0.1,-0.1,0,1.0,False
29,1774375803.01,110.85,110.85,0.83,1.66,0.43,drive,0.2,0.1,0,1.0,False
30,1774375807.38,105.28,105.15,-5.24,2.21,-2.86,drive,0.2,-0.2,0,1.0,False
31,1774375810.5,94.77,94.36,8.83,2.73,5.35,drive,0.2,0.2,0,1.0,False
32,1774375813.72,85.95,85.71,-6.36,3.23,-4.24,brake,0,0,15.0,1.0,True
33,1774375816.66,77.82,77.57,-6.22,1.49,-4.59,drive,0.2,-0.2,0,1.0,False
34,1774375819.77,72.78,72.77,1.54,2.05,1.21,drive,0.2,0.1,0,1.0,False
35,1774375822.68,67.09,67.03,-2.92,2.57,-2.49,drive,0.2,-0.1,0,1.0,False
36,1774375826.03,59.16,59.12,2.19,3.1,2.12,brake,0,0,10,0.5,False
37,1774375828.91,50.29,50.24,2.22,1.91,2.53,drive,0.2,0.1,0,1.0,False
38,1774375831.83,44.17,44.16,-0.72,2.46,-0.93,drive,0.2,-0.1,0,1.0,False
39,1774375834.5,36.29,36.21,2.4,2.99,3.79,brake,0,0,10,0.5,False
40,1774375837.6,29.86,29.77,2.42,1.81,4.64,drive,0.2,0.2,0,1.0,False
41,1774375840.66,23.6,23.59,-0.71,2.35,-1.72,drive,0.2,-0.1,0,1.0,False
42,1774375843.44,15.75,15.74,0.74,2.89,2.67,brake,0,0,30,1.0,False
43,1774375846.48,11.51,11.48,0.77,0.16,3.84,drive,0.1,0.2,0,1.0,False
44,1774375849.63,11.62,11.59,0.78,0.14,3.86,drive,0.1,0.2,0,1.0,False
45,1774375852.55,10.82,10.8,0.59,0.43,3.13,drive,0.1,0.1,0,1.0,False
46,1774375855.8,9.19,9.18,0.42,0.73,2.61,drive,0.1,0.1,0,1.0,False
47,1774375858.85,6.47,6.46,0.22,1.01,1.97,drive,0.1,0.1,0,1.0,False
48,1774375862.06,3.02,3.02,0.07,1.3,1.25,brake,0,0,30,1.0,False
