step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774379123.68,190.15,-71.72,176.11,0.0,112.16,drive,0.2,1.0,0,0.5,False
1,1774379126.85,190.34,-54.2,182.46,0.62,106.55,drive,0.2,1.0,0,0.5,False
2,1774379129.67,190.8,-7.45,190.65,1.17,92.24,drive,0.2,1.0,0,0.5,False
3,1774379132.24,190.41,64.77,179.05,1.66,70.11,drive,0.2,0.8,0,0.5,False
4,1774379135.39,188.14,135.89,130.11,2.11,43.75,drive,0.2,0.5,0,0.5,False
5,1774379138.12,182.44,166.56,74.43,2.62,24.08,drive,0.2,0.3,0,0.5,False
6,1774379140.88,175.29,172.32,32.15,3.12,10.57,brake,0,0,15.0,1.0,True
7,1774379143.55,168.58,165.5,32.1,1.4,10.98,drive,0.1,0.1,0,0.5,False
8,1774379146.23,164.62,162.76,24.65,1.69,8.61,drive,0.1,0.1,0,0.5,False
9,1774379149.15,159.34,158.73,13.95,2.97,5.02,drive,0.2,0.1,0,0.5,False
10,1774379152.14,144.87,144.51,-10.16,7.03,-4.02,brake,0,0,15.0,1.0,True
11,1774379155.02,122.03,121.55,-10.7,7.02,-5.03,brake,0,0,15.0,1.0,False
12,1774379157.92,103.31,102.75,-10.67,5.21,-5.93,brake,0,0,20.0,1.0,False
13,1774379160.51,90.83,90.21,-10.62,2.96,-6.71,brake,0,0,20.0,1.0,False
14,1774379163.08,85.39,84.73,-10.56,0.74,-7.11,brake,0,0,30.0,1.0,False
15,1774379165.58,84.53,83.87,-10.55,0.04,-7.17,brake,0,0,80.0,0.5,False
16,1774379168.4,84.57,83.9,-10.56,0.0,-7.17,drive,0.1,-0.2,0,1.0,False
17,1774379171.22,84.25,83.68,-9.84,0.31,-6.71,drive,0.2,-0.2,0,1.0,False
18,1774379173.94,82.79,82.49,-7.04,0.91,-4.88,drive,0.3,-0.2,0,1.0,False
19,1774379176.89,79.53,79.53,-0.97,1.77,-0.7,drive,0.4,-0.1,0,1.0,False
20,1774379180.18,73.3,73.2,3.87,2.89,3.03,drive,0.3,0.1,0,1.0,False
21,1774379182.81,62.97,62.93,-2.3,3.68,-2.09,brake,0,0,10,0.1,False
22,1774379185.6,54.62,54.57,-2.32,2.49,-2.43,drive,0.3,-0.1,0,1.0,False
23,1774379188.5,46.81,46.77,1.84,3.31,2.25,brake,0,0,15.0,1.0,True
24,1774379191.35,39.03,38.99,1.79,1.58,2.63,drive,0.2,0.1,0,1.0,False
25,1774379194.0,33.99,33.99,-0.15,2.15,-0.25,drive,0.2,0.0,0,1.0,False
26,1774379196.89,27.76,27.76,-0.15,2.69,-0.3,brake,0,0,20,1.0,False
27,1774379199.79,22.21,22.21,-0.17,0.46,-0.45,drive,0.1,0.0,0,1.0,False
28,1774379202.94,20.55,20.55,-0.18,0.76,-0.49,drive,0.1,0.0,0,1.0,False
29,1774379205.45,17.89,17.89,-0.18,1.05,-0.58,brake,0,0,30,1.0,False
30,1774379208.25,16.66,16.66,-0.19,0.07,-0.64,drive,0.05,0.0,0,1.0,False
31,1774379212.84,16.7,16.7,-0.19,0.08,-0.65,brake,0,0,50,1.0,False
32,1774379215.54,16.46,16.46,-0.19,0.0,-0.68,brake,0,0,80,0.5,False
33,1774379218.71,16.47,16.47,-0.2,0.0,-0.69,brake,0,0,80,0.5,False
34,1774379221.36,16.47,16.47,-0.2,0.0,-0.69,brake,0,0,80,0.5,False
35,1774379224.13,16.47,16.47,-0.2,0.0,-0.7,brake,0,0,80,0.5,False
36,1774379226.85,16.48,16.47,-0.2,0.0,-0.71,brake,0,0,80,0.5,False
37,1774379229.6,16.48,16.48,-0.21,0.0,-0.72,brake,0,0,80,0.5,False
38,1774379232.1,16.48,16.48,-0.21,0.0,-0.73,brake,0,0,80,0.5,False
39,1774379235.09,16.48,16.48,-0.21,0.0,-0.73,brake,0,0,80,0.5,False
40,1774379237.61,16.48,16.48,-0.21,0.0,-0.74,brake,0,0,80,0.5,False
41,1774379240.19,16.48,16.48,-0.22,0.0,-0.75,brake,0,0,80,0.5,False
42,1774379242.96,16.48,16.48,-0.22,0.0,-0.76,brake,0,0,80,0.5,False
43,1774379245.73,16.49,16.49,-0.22,0.0,-0.77,brake,0,0,80,0.5,False
44,1774379248.58,16.49,16.49,-0.22,0.0,-0.78,brake,0,0,80,0.5,False
45,1774379251.2,16.49,16.49,-0.23,0.0,-0.78,brake,0,0,80,0.5,False
46,1774379253.79,16.49,16.49,-0.23,0.0,-0.79,brake,0,0,80,0.5,False
47,1774379256.59,16.49,16.49,-0.23,0.0,-0.8,brake,0,0,80,0.5,False
48,1774379260.96,16.5,16.49,-0.23,0.0,-0.81,brake,0,0,80,0.5,False
49,1774379264.81,16.5,16.5,-0.24,0.0,-0.83,brake,0,0,80,0.5,False
50,1774379267.3,16.51,16.51,-0.24,0.0,-0.84,brake,0,0,80,0.5,False
51,1774379269.88,16.51,16.51,-0.24,0.0,-0.85,brake,0,0,80,0.5,False
52,1774379272.17,16.51,16.51,-0.25,0.0,-0.86,brake,0,0,80,0.5,False
53,1774379274.63,16.51,16.51,-0.25,0.0,-0.86,brake,0,0,80,0.5,False
54,1774379277.2,16.51,16.51,-0.25,0.0,-0.87,brake,0,0,80,0.5,False
55,1774379287.25,16.52,16.51,-0.25,0.0,-0.88,brake,0,0,80,0.5,False
56,1774379289.93,16.57,16.57,-0.27,0.0,-0.92,brake,0,0,80,0.5,False
57,1774379292.6,16.57,16.57,-0.27,0.0,-0.93,brake,0,0,80,0.5,False
58,1774379295.24,16.57,16.57,-0.27,0.0,-0.93,brake,0,0,80,0.5,False
59,1774379297.72,16.58,16.57,-0.27,0.0,-0.94,brake,0,0,80,0.5,False
60,1774379300.41,16.58,16.57,-0.27,0.0,-0.95,brake,0,0,80,0.5,False
61,1774379302.91,16.58,16.58,-0.28,0.0,-0.96,brake,0,0,80,0.5,False
62,1774379306.11,16.58,16.58,-0.28,0.0,-0.96,brake,0,0,80,0.5,False
63,1774379308.65,16.58,16.58,-0.28,0.0,-0.97,brake,0,0,80,0.5,False
64,1774379311.25,16.59,16.58,-0.28,0.0,-0.98,brake,0,0,80,0.5,False
65,1774379313.87,16.59,16.58,-0.29,0.0,-0.99,brake,0,0,80,0.5,False
66,1774379316.59,16.59,16.59,-0.29,0.0,-1.0,brake,0,0,80,0.5,False
67,1774379319.4,16.59,16.59,-0.29,0.0,-1.01,brake,0,0,80,0.5,False
68,1774379322.21,16.59,16.59,-0.29,0.0,-1.02,brake,0,0,80,0.5,False
69,1774379325.21,16.59,16.59,-0.3,0.0,-1.03,brake,0,0,80,0.5,False
70,1774379327.95,16.6,16.59,-0.3,0.0,-1.04,brake,0,0,80,0.5,False
71,1774379331.55,16.6,16.6,-0.3,0.0,-1.05,brake,0,0,80,0.5,False
72,1774379334.07,16.6,16.6,-0.31,0.0,-1.06,brake,0,0,80,0.5,False
73,1774379337.52,16.6,16.6,-0.31,0.0,-1.07,brake,0,0,80,0.5,False
74,1774379340.82,16.61,16.6,-0.31,0.0,-1.08,brake,0,0,80,0.5,False
75,1774379343.46,16.61,16.61,-0.32,0.0,-1.09,brake,0,0,80,0.5,False
76,1774379345.96,16.61,16.61,-0.32,0.0,-1.1,brake,0,0,80,0.5,False
77,1774379348.43,16.61,16.61,-0.32,0.0,-1.11,brake,0,0,80,0.5,False
78,1774379350.9,16.62,16.61,-0.32,0.0,-1.11,brake,0,0,80,0.5,False
79,1774379353.42,16.62,16.61,-0.32,0.0,-1.12,brake,0,0,80,0.5,False
80,1774379355.95,16.62,16.62,-0.33,0.0,-1.12,brake,0,0,80,0.5,False
81,1774379358.34,16.62,16.62,-0.33,0.0,-1.13,brake,0,0,80,0.5,False
82,1774379360.81,16.62,16.62,-0.33,0.0,-1.14,brake,0,0,80,0.5,False
83,1774379363.42,16.62,16.62,-0.33,0.0,-1.14,brake,0,0,80,0.5,False
84,1774379366.23,16.62,16.62,-0.33,0.0,-1.15,brake,0,0,80,0.5,False
85,1774379368.64,16.63,16.62,-0.33,0.0,-1.15,brake,0,0,80,0.5,False
86,1774379371.76,16.63,16.62,-0.34,0.0,-1.16,brake,0,0,80,0.5,False
87,1774379374.35,16.63,16.63,-0.34,0.0,-1.17,brake,0,0,80,0.5,False
88,1774379376.95,16.63,16.63,-0.34,0.0,-1.18,brake,0,0,80,0.5,False
89,1774379380.42,16.63,16.63,-0.35,0.0,-1.19,brake,0,0,80,0.5,False
90,1774379382.89,16.64,16.63,-0.35,0.0,-1.2,brake,0,0,80,0.5,False
91,1774379385.68,16.64,16.63,-0.35,0.0,-1.21,brake,0,0,80,0.5,False
92,1774379388.24,16.64,16.64,-0.35,0.0,-1.22,brake,0,0,80,0.5,False
93,1774379390.66,16.64,16.64,-0.36,0.0,-1.22,brake,0,0,80,0.5,False
94,1774379393.45,16.64,16.64,-0.36,0.0,-1.23,brake,0,0,80,0.5,False
95,1774379395.92,16.64,16.64,-0.36,0.0,-1.24,brake,0,0,80,0.5,False
96,1774379398.37,16.65,16.64,-0.36,0.0,-1.24,brake,0,0,80,0.5,False
97,1774379401.49,16.65,16.64,-0.36,0.0,-1.25,brake,0,0,80,0.5,False
98,1774379404.11,16.65,16.65,-0.37,0.0,-1.26,brake,0,0,80,0.5,False
99,1774379406.71,16.65,16.65,-0.37,0.0,-1.27,brake,0,0,80,0.5,False
100,1774379409.43,16.65,16.65,-0.37,0.0,-1.27,brake,0,0,80,0.5,False
