step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774374854.22,193.76,-100.5,-165.66,0.0,-121.24,drive,0.2,-1.0,0,0.5,False
1,1774374856.94,194.07,-82.98,-175.44,0.62,-115.31,drive,0.2,-1.0,0,0.5,False
2,1774374859.85,194.78,-36.63,-191.3,1.16,-100.84,drive,0.2,-1.0,0,0.5,False
3,1774374862.56,194.96,37.41,-191.34,1.63,-78.94,drive,0.2,-1.0,0,0.5,False
4,1774374865.3,193.21,123.41,-148.66,2.04,-50.3,drive,0.2,-0.5,0,1.0,False
5,1774374868.22,188.8,160.39,-99.62,2.5,-31.84,drive,0.2,-0.5,0,1.0,False
6,1774374870.99,181.8,179.02,-31.66,2.92,-10.03,drive,0.2,-0.2,0,1.0,False
7,1774374873.66,173.4,173.4,-0.05,3.38,-0.02,brake,0,0,10,0.5,False
8,1774374876.49,165.76,165.76,-0.16,2.15,-0.06,drive,0.0,-0.1,0,1.0,False
9,1774374880.55,158.88,158.05,16.25,3.34,5.87,brake,0,0,15.0,1.0,True
10,1774374883.26,139.03,137.54,20.31,5.67,8.4,brake,0,0,20,1.0,False
11,1774374885.78,123.41,121.14,23.56,5.37,11.0,brake,0,0,20,1.0,False
12,1774374888.4,112.46,110.03,23.25,3.13,11.93,brake,0,0,15,1.0,False
13,1774374891.05,106.32,103.8,23.03,1.42,12.51,brake,0,0,10,1.0,False
14,1774374894.11,103.87,101.31,22.88,0.27,12.73,drive,0.1,0.2,0,1.0,False
15,1774374896.84,102.74,100.67,20.48,0.57,11.5,drive,0.1,0.2,0,1.0,False
16,1774374899.43,100.9,99.57,16.32,0.86,9.31,drive,0.1,0.2,0,1.0,False
17,1774374902.18,98.33,97.76,10.57,1.15,6.17,drive,0.1,0.2,0,1.0,False
18,1774374904.88,94.87,94.82,3.37,1.44,2.04,drive,0.1,0.2,0,1.0,False
19,1774374907.62,90.73,90.59,-5.1,1.71,-3.22,drive,0.1,-0.2,0,1.0,False
20,1774374910.45,85.71,85.59,4.48,1.99,2.99,drive,0.1,0.2,0,1.0,False
21,1774374913.34,79.66,79.44,-5.82,2.25,-4.19,drive,0.1,-0.2,0,1.0,False
22,1774374916.14,73.05,72.89,4.79,2.51,3.76,drive,0.1,0.2,0,1.0,False
23,1774374919.23,65.77,65.52,-5.72,2.76,-4.99,drive,0.1,-0.2,0,1.0,False
24,1774374922.01,57.06,56.88,4.43,3.0,4.46,drive,0.1,0.2,0,1.0,False
25,1774374924.67,48.44,48.19,-4.95,3.23,-5.87,brake,0,0,15.0,1.0,True
26,1774374927.58,41.85,41.56,-4.98,1.51,-6.83,drive,0.1,-0.2,0,1.0,False
27,1774374930.32,37.18,37.16,-1.19,1.79,-1.83,drive,0.1,-0.1,0,1.0,False
28,1774374933.72,31.93,31.92,0.72,2.07,1.3,drive,0.1,0.1,0,1.0,False
29,1774374936.71,24.71,24.69,-1.01,2.33,-2.35,drive,0.1,-0.1,0,1.0,False
30,1774374939.58,17.44,17.44,0.45,2.59,1.47,drive,0.1,0.1,0,1.0,False
31,1774374942.55,9.72,9.7,-0.55,2.84,-3.26,drive,0.1,-0.1,0,1.0,False
