step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774890901.47,130.18,-91.65,-92.45,0.02,-134.75,drive,0.2,-1.0,0,0.5,False
1,1774890904.07,130.41,-86.75,-97.37,0.59,-131.7,drive,0.2,-1.0,0,0.5,False
2,1774890906.19,131.49,-66.15,-113.64,1.11,-120.2,drive,0.2,-1.0,0,0.5,False
3,1774890908.32,132.4,-25.19,-129.98,1.58,-100.97,drive,0.2,-1.0,0,0.5,False
4,1774890911.36,132.29,33.91,-127.87,1.98,-75.15,drive,0.15,-1.0,0,0.5,False
5,1774890916.93,129.43,91.5,-91.55,2.18,-45.01,drive,0.1,-1.0,0,0.5,False
6,1774890919.26,119.18,116.29,-26.09,2.18,-12.64,drive,0.2,-0.2,0,1.0,False
7,1774890922.17,113.77,113.06,12.72,2.7,6.42,drive,0.0,0.2,0,1.0,False
8,1774890926.04,106.07,106.07,0.66,2.62,0.36,drive,0.0,0.1,0,1.0,False
9,1774890930.09,96.14,95.81,-7.98,2.53,-4.76,drive,0.0,-0.2,0,1.0,False
10,1774890933.36,81.01,79.67,14.66,5.25,10.42,brake,0,0,20,0.5,False
11,1774890937.63,62.92,59.32,20.98,4.73,19.48,brake,0,0,30,0.5,False
12,1774890940.95,41.46,33.91,23.86,3.98,35.13,brake,0,0,15.0,1.0,True
13,1774890944.52,32.18,20.76,24.59,2.45,49.83,drive,0.1,1.0,0,0.5,False
14,1774890948.62,26.93,21.57,16.12,2.44,36.76,drive,0.1,1.0,0,0.5,False
15,1774890952.33,17.85,17.66,2.59,2.49,8.34,drive,0.2,0.2,0,1.0,False
16,1774890955.81,8.35,7.79,-2.99,3.05,-20.96,brake,0,0,20,0.5,False
17,1774890959.7,3.6,-1.74,-3.16,0.88,-118.86,drive,0.2,-1.0,0,0.5,False
18,1774890963.2,6.09,-4.64,-3.94,1.31,-139.61,drive,0.2,-1.0,0,0.5,False
19,1774890966.87,9.94,-7.57,-6.45,1.73,-139.58,drive,0.2,-1.0,0,0.5,False
20,1774890970.64,14.96,-9.96,-11.16,2.11,-131.73,drive,0.2,-1.0,0,0.5,False
21,1774890974.23,20.13,-9.88,-17.54,2.43,-119.39,drive,0.2,-1.0,0,0.5,False
22,1774890978.06,23.87,-5.85,-23.14,2.7,-104.18,drive,0.2,-1.0,0,0.5,False
