step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774891276.44,280.88,157.19,232.77,0.02,55.97,drive,0.15,1.0,0,0.5,False
1,1774891279.14,280.68,168.06,224.81,0.46,53.22,drive,0.15,1.0,0,0.5,False
2,1774891281.51,279.65,202.3,193.08,0.87,43.66,drive,0.15,1.0,0,0.5,False
3,1774891283.71,277.75,245.86,129.21,1.24,27.72,drive,0.15,0.8,0,0.5,False
4,1774891285.98,274.87,272.95,32.48,1.61,6.79,drive,0.2,0.2,0,1.0,False
5,1774891289.18,270.9,270.11,-20.6,2.2,-4.36,drive,0.2,-0.2,0,1.0,False
6,1774891292.93,263.48,263.31,9.57,2.78,2.08,drive,0.1,0.1,0,1.0,False
7,1774891296.6,252.79,252.72,-5.89,3.09,-1.33,brake,0,0,10,0.5,False
8,1774891300.39,242.1,241.97,-7.75,1.96,-1.83,drive,0.2,-0.2,0,1.0,False
9,1774891303.81,232.56,229.02,40.39,4.4,10.0,brake,0,0,20,0.5,False
10,1774891307.86,213.54,206.62,53.95,5.56,14.63,brake,0,0,30,0.5,False
11,1774891311.52,189.3,182.43,50.54,3.7,15.48,brake,0,0,10,0.5,False
12,1774891315.03,177.14,169.92,50.07,2.49,16.42,drive,0.1,0.5,0,1.0,False
13,1774891318.62,168.63,168.61,-2.52,2.65,-0.86,drive,0.2,-0.1,0,1.0,False
14,1774891322.34,158.81,158.8,-1.46,3.17,-0.53,brake,0,0,10,0.5,False
15,1774891326.34,147.83,147.83,-0.34,1.99,-0.13,drive,0.2,-0.1,0,1.0,False
16,1774891329.89,139.58,139.36,7.9,2.51,3.24,drive,0.2,0.2,0,1.0,False
17,1774891333.41,130.35,129.97,-10.05,3.03,-4.42,brake,0,0,10,0.5,False
18,1774891337.5,120.56,119.94,-12.2,1.84,-5.81,drive,0.2,-0.2,0,1.0,False
19,1774891340.87,112.82,112.82,-0.15,2.36,-0.08,drive,0.2,0.0,0,1.0,False
20,1774891344.62,104.51,104.5,1.57,2.9,0.86,drive,0.1,0.1,0,1.0,False
21,1774891348.36,93.46,93.26,-6.1,3.15,-3.74,brake,0,0,10,0.5,False
22,1774891352.28,82.53,82.25,-6.8,1.97,-4.72,drive,0.2,-0.3,0,1.0,False
23,1774891355.88,74.54,74.3,5.97,2.48,4.6,drive,0.2,0.3,0,1.0,False
24,1774891359.45,65.43,65.18,-5.72,2.97,-5.02,drive,0.1,-0.3,0,1.0,False
25,1774891363.14,54.75,54.48,5.38,3.18,5.64,brake,0,0,10,0.5,False
26,1774891367.06,43.92,43.33,7.16,2.0,9.38,drive,0.15,0.5,0,1.0,False
27,1774891370.73,36.06,35.98,-2.48,2.32,-3.95,drive,0.2,-0.2,0,1.0,False
28,1774891374.53,27.3,27.29,-0.86,2.84,-1.8,drive,0.1,-0.1,0,1.0,False
29,1774891378.05,16.31,16.28,1.1,3.09,3.87,brake,0,0,20,0.5,False
30,1774891382.0,6.92,6.81,1.2,0.87,9.96,drive,0.1,0.5,0,0.5,False
31,1774891385.54,3.48,3.41,0.68,1.11,11.31,brake,0,0,30,0.5,False
