step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774889556.83,270.73,-185.89,-196.83,0.03,-133.36,drive,0.2,-1.0,0,0.5,False
1,1774889559.5,271.22,-163.38,-216.49,0.63,-127.04,drive,0.2,-1.0,0,0.5,False
2,1774889562.4,272.35,-102.3,-252.4,1.17,-112.06,drive,0.2,-1.0,0,0.5,False
3,1774889565.36,273.22,1.52,-273.21,1.64,-89.68,drive,0.15,-1.0,0,0.5,False
4,1774889568.04,272.34,128.55,-240.08,1.91,-61.83,drive,0.15,-1.0,0,0.5,False
5,1774889570.99,268.96,233.24,-133.93,2.13,-29.87,drive,0.2,-0.5,0,1.0,False
6,1774889573.91,262.8,258.5,-47.33,2.56,-10.38,drive,0.2,-0.2,0,1.0,False
7,1774889576.81,254.88,254.8,-6.48,3.02,-1.46,brake,0,0,10,0.1,False
8,1774889580.67,247.64,247.55,-6.61,1.79,-1.53,drive,0.2,-0.2,0,1.0,False
9,1774889584.6,240.15,239.18,21.63,2.26,5.17,drive,0.2,0.2,0,1.0,False
10,1774889588.34,227.84,227.17,-17.53,5.02,-4.41,brake,0,0,20,0.5,False
11,1774889592.01,205.06,204.86,-9.13,6.42,-2.55,brake,0,0,30,0.5,False
12,1774889595.7,183.29,182.82,-13.03,3.84,-4.08,brake,0,0,10,0.5,False
13,1774889599.43,170.59,170.08,-13.17,2.65,-4.43,drive,0.1,-0.2,0,1.0,False
14,1774889603.45,160.54,160.0,13.12,2.89,4.69,drive,0.1,0.2,0,1.0,False
15,1774889606.72,148.72,148.12,-13.36,3.12,-5.15,brake,0,0,10,0.5,False
16,1774889610.24,139.93,139.29,-13.29,1.93,-5.45,drive,0.2,-0.2,0,1.0,False
17,1774889614.11,132.47,132.4,4.16,2.47,1.8,drive,0.2,0.1,0,1.0,False
18,1774889618.13,122.32,122.19,-5.66,3.0,-2.65,brake,0,0,10,0.5,False
19,1774889621.75,111.78,111.64,-5.64,1.81,-2.89,drive,0.2,-0.2,0,1.0,False
20,1774889625.99,104.56,104.3,7.24,2.35,3.97,drive,0.2,0.2,0,1.0,False
21,1774889629.06,94.07,93.78,-7.34,2.87,-4.48,drive,0.2,-0.2,0,1.0,False
22,1774889633.09,84.74,84.31,8.56,3.37,5.8,brake,0,0,10,0.5,False
23,1774889637.13,72.77,72.27,8.52,2.16,6.72,drive,0.2,0.3,0,1.0,False
24,1774889640.52,63.42,63.19,-5.41,2.68,-4.89,drive,0.2,-0.2,0,1.0,False
25,1774889644.09,53.78,53.6,4.3,3.2,4.58,brake,0,0,10,0.5,False
26,1774889647.41,43.89,43.68,4.28,2.01,5.59,drive,0.2,0.2,0,1.0,False
27,1774889651.44,36.56,36.54,-0.87,2.55,-1.37,drive,0.2,-0.1,0,1.0,False
28,1774889655.21,25.64,25.6,1.54,3.08,3.44,brake,0,0,10,0.5,False
29,1774889659.26,15.59,15.51,1.53,1.89,5.64,drive,0.1,0.2,0,0.5,False
30,1774889662.85,7.7,7.69,0.35,2.15,2.59,brake,0,0,20,0.5,False
