step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774891397.37,212.09,-94.37,189.94,0.02,116.42,drive,0.2,1.0,0,0.5,False
1,1774891399.53,212.25,-81.16,196.12,0.6,112.48,drive,0.2,1.0,0,0.5,False
2,1774891401.55,212.68,-35.64,209.67,1.13,99.65,drive,0.2,1.0,0,0.5,False
3,1774891403.89,212.66,38.45,209.16,1.6,79.58,drive,0.15,1.0,0,0.5,False
4,1774891407.39,211.22,126.01,169.51,1.9,53.37,drive,0.1,1.0,0,0.5,False
5,1774891410.33,206.2,190.26,79.49,2.03,22.67,drive,0.2,0.5,0,1.0,False
6,1774891414.01,200.04,199.95,-5.81,2.53,-1.67,drive,0.2,-0.1,0,1.0,False
7,1774891417.6,190.46,190.46,0.08,3.04,0.02,brake,0,0,10,0.1,False
8,1774891421.47,180.35,180.35,0.14,1.93,0.04,drive,0.2,0.0,0,1.0,False
9,1774891424.87,164.83,164.8,-3.29,6.66,-1.14,brake,0,0,50,0.5,False
10,1774891429.08,139.52,139.41,-5.66,4.07,-2.32,brake,0,0,30,0.5,False
11,1774891433.14,124.56,124.43,-5.64,0.89,-2.6,drive,0.2,-0.2,0,1.0,False
12,1774891436.36,120.57,120.56,1.97,1.47,0.94,drive,0.2,0.1,0,1.0,False
13,1774891439.92,115.5,115.47,-2.58,2.04,-1.28,drive,0.2,-0.1,0,1.0,False
14,1774891443.49,107.82,107.75,3.76,2.6,2.0,drive,0.1,0.2,0,1.0,False
15,1774891447.56,98.43,97.88,-10.38,2.85,-6.05,drive,0.1,-0.3,0,1.0,False
16,1774891451.07,86.83,86.34,9.24,3.06,6.11,brake,0,0,10,0.5,False
17,1774891455.1,76.92,76.08,11.39,1.88,8.51,drive,0.15,0.4,0,1.0,False
18,1774891458.75,69.2,69.1,-3.8,2.26,-3.15,drive,0.2,-0.2,0,1.0,False
19,1774891462.25,60.68,60.62,2.7,2.79,2.55,drive,0.1,0.2,0,1.0,False
20,1774891465.79,50.78,50.56,-4.74,3.03,-5.36,brake,0,0,10,0.5,False
21,1774891469.79,40.92,40.56,-5.37,1.86,-7.54,drive,0.15,-0.3,0,1.0,False
22,1774891474.24,33.29,33.29,0.24,2.26,0.41,drive,0.1,0.1,0,1.0,False
23,1774891477.51,23.06,23.04,-0.79,2.53,-1.97,drive,0.1,-0.1,0,1.0,False
24,1774891481.58,14.61,14.61,0.29,2.79,1.15,brake,0,0,20,0.5,False
25,1774891484.59,4.78,4.77,0.36,0.55,4.28,brake,0,0,30,1.0,False
26,1774891488.17,3.72,3.7,0.36,0.03,5.53,brake,0,0,80,0.5,False
27,1774891492.93,3.78,3.77,0.36,0.0,5.44,drive,0.1,0.1,0,1.0,False
28,1774891495.71,3.61,3.59,0.35,0.29,5.53,brake,0,0,30,1.0,False
29,1774891499.36,3.13,3.11,0.35,0.01,6.37,drive,0.1,0.1,0,1.0,False
