step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774889071.97,45.39,-45.02,5.81,0.0,172.65,drive,0.2,1.0,0,0.5,False
1,1774889074.43,46.01,-44.85,10.27,0.62,167.11,drive,0.2,1.0,0,0.5,False
2,1774889076.95,47.93,-42.74,21.68,1.16,153.11,drive,0.2,1.0,0,0.5,False
3,1774889079.3,50.66,-34.09,37.47,1.64,132.29,drive,0.2,1.0,0,0.5,False
4,1774889081.73,52.9,-14.79,50.79,2.07,106.24,drive,0.2,1.0,0,0.5,False
5,1774889085.02,53.45,13.12,51.81,2.42,75.79,drive,0.15,1.0,0,0.5,False
6,1774889088.54,50.67,36.02,35.64,2.58,44.7,drive,0.15,1.0,0,0.5,False
7,1774889092.17,43.71,42.92,8.31,2.68,10.97,drive,0.2,0.2,0,1.0,False
8,1774889095.91,33.71,33.71,0.66,3.12,1.13,brake,0,0,10,0.1,False
9,1774889099.86,23.39,23.38,0.68,1.85,1.67,drive,0.2,0.1,0,1.0,False
10,1774889103.62,15.71,15.71,-0.4,2.33,-1.44,brake,0,0,20,0.5,False
11,1774889107.44,9.36,9.35,-0.39,0.02,-2.41,drive,0.1,-0.1,0,1.0,False
12,1774889111.11,9.08,9.08,-0.36,0.26,-2.25,drive,0.1,-0.1,0,1.0,False
13,1774889114.69,7.98,7.98,-0.27,0.48,-1.91,drive,0.1,-0.1,0,1.0,False
14,1774889118.43,6.1,6.1,-0.15,0.71,-1.39,drive,0.1,-0.1,0,1.0,False
15,1774889122.11,3.28,3.28,-0.05,0.92,-0.79,brake,0,0,20,1.0,False
