step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774888494.83,120.38,-119.92,-10.51,0.02,-174.99,drive,0.2,-1.0,0,0.5,False
1,1774888497.25,120.9,-119.04,-21.1,0.61,-169.95,drive,0.2,-1.0,0,0.5,False
2,1774888499.58,122.64,-112.9,-47.89,1.14,-157.01,drive,0.2,-1.0,0,0.5,False
3,1774888501.75,125.17,-90.33,-86.64,1.61,-136.2,drive,0.2,-1.0,0,0.5,False
4,1774888504.62,127.3,-42.07,-120.14,2.01,-109.3,drive,0.15,-1.0,0,0.5,False
5,1774888508.84,128.16,29.32,-124.76,2.22,-76.78,drive,0.1,-1.0,0,0.5,False
6,1774888512.13,125.07,85.17,-91.59,2.23,-47.08,drive,0.1,-1.0,0,0.5,False
7,1774888515.76,119.32,115.96,-28.09,2.24,-13.62,drive,0.2,-0.2,0,1.0,False
8,1774888520.38,110.94,110.94,0.93,2.71,0.48,drive,0.2,0.05,0,1.0,False
9,1774888523.87,98.27,98.24,-2.52,3.15,-1.47,brake,0,0,10,0.1,False
10,1774888527.14,88.34,88.3,-2.66,1.9,-1.73,drive,0.2,-0.2,0,1.0,False
11,1774888531.46,81.89,81.57,7.2,2.38,5.05,drive,0.2,0.2,0,1.0,False
12,1774888534.94,71.44,71.39,-2.57,2.95,-2.06,brake,0,0,10,0.1,False
13,1774888538.45,57.91,57.83,-2.96,4.13,-2.93,brake,0,0,20,0.5,False
14,1774888542.37,40.89,40.78,-2.93,4.27,-4.11,brake,0,0,30,0.5,False
15,1774888545.42,21.34,21.14,-2.9,3.74,-7.81,brake,0,0,40,0.5,False
16,1774888549.54,11.27,10.88,-2.93,0.42,-15.07,drive,0.1,-0.5,0,1.0,False
17,1774888553.04,9.37,9.12,-2.16,0.71,-13.32,drive,0.1,-0.5,0,1.0,False
18,1774888557.13,6.78,6.67,-1.23,0.97,-10.47,drive,0.1,-0.4,0,1.0,False
