step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774888570.19,218.4,-112.49,-187.21,0.01,-121.0,drive,0.2,-1.0,0,0.5,False
1,1774888572.37,218.62,-96.72,-196.06,0.61,-116.26,drive,0.2,-1.0,0,0.5,False
2,1774888574.71,219.17,-48.69,-213.7,1.14,-102.83,drive,0.2,-1.0,0,0.5,False
3,1774888577.09,219.37,31.33,-217.12,1.61,-81.79,drive,0.15,-1.0,0,0.5,False
4,1774888579.48,218.06,126.89,-177.34,1.88,-54.42,drive,0.1,-1.0,0,0.5,False
5,1774888582.1,214.84,195.0,-90.17,1.98,-24.82,drive,0.1,-0.5,0,1.0,False
6,1774888584.87,209.73,209.31,-13.21,2.16,-3.61,drive,0.2,-0.1,0,1.0,False
7,1774888588.72,203.43,203.4,3.44,2.66,0.97,drive,0.1,0.1,0,1.0,False
8,1774888593.27,193.18,192.84,-11.46,2.85,-3.4,drive,0.1,-0.1,0,1.0,False
9,1774888596.06,179.36,179.07,10.11,4.38,3.23,brake,0,0,20,0.5,False
10,1774888599.61,164.66,163.86,16.27,5.13,5.67,brake,0,0,30,0.5,False
11,1774888603.4,143.39,142.78,13.19,4.24,5.28,brake,0,0,20,0.5,False
12,1774888607.52,129.13,128.5,12.77,1.99,5.68,drive,0.2,0.2,0,1.0,False
13,1774888611.27,120.49,120.45,-2.84,2.55,-1.35,drive,0.2,-0.1,0,1.0,False
14,1774888615.26,110.57,110.41,5.79,3.09,3.0,brake,0,0,15.0,1.0,True
15,1774888618.76,99.65,99.47,5.92,1.36,3.4,drive,0.2,0.2,0,1.0,False
16,1774888622.62,94.44,94.4,-2.96,1.93,-1.8,drive,0.2,-0.1,0,1.0,False
17,1774888626.4,86.57,86.54,2.38,2.49,1.57,drive,0.1,0.1,0,1.0,False
18,1774888630.07,77.05,76.98,-3.4,2.74,-2.53,drive,0.1,-0.2,0,1.0,False
19,1774888633.76,66.82,66.35,7.9,2.98,6.79,drive,0.1,0.3,0,1.0,False
20,1774888637.28,55.79,55.36,-6.96,3.19,-7.17,brake,0,0,10,0.5,False
21,1774888641.36,45.61,45.01,-7.39,2.0,-9.33,drive,0.1,-0.3,0,1.0,False
22,1774888644.63,37.38,37.38,-0.34,2.24,-0.52,drive,0.2,-0.1,0,1.0,False
23,1774888648.32,29.62,29.54,2.07,2.79,4.01,drive,0.1,0.2,0,1.0,False
24,1774888651.82,19.23,19.18,-1.43,3.02,-4.27,brake,0,0,20,0.5,False
25,1774888655.39,10.49,10.38,-1.49,0.78,-8.18,drive,0.1,-0.5,0,0.5,False
26,1774888659.26,7.5,7.49,-0.39,1.06,-2.99,brake,0,0,30,0.5,False
27,1774888662.88,4.57,4.56,-0.33,0.06,-4.18,drive,0.1,-0.2,0,0.5,False
28,1774888666.9,4.55,4.54,-0.31,0.25,-3.88,drive,0.1,-0.2,0,0.5,False
29,1774888670.37,3.32,3.31,-0.22,0.54,-3.74,brake,0,0,20,0.5,False
