step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774889243.96,193.76,-100.51,-165.65,0.0,-121.25,drive,0.2,-1.0,0,0.5,False
1,1774889247.67,194.07,-82.97,-175.45,0.63,-115.31,drive,0.2,-1.0,0,0.5,False
2,1774889250.99,195.07,-36.16,-191.69,1.18,-100.68,drive,0.2,-1.0,0,0.5,False
3,1774889253.96,195.34,38.32,-191.55,1.66,-78.69,drive,0.15,-1.0,0,0.5,False
4,1774889257.27,193.57,123.12,-149.36,1.92,-50.5,drive,0.1,-1.0,0,0.5,False
5,1774889260.54,188.89,177.25,-65.29,2.01,-20.22,drive,0.2,-0.2,0,1.0,False
6,1774889263.76,182.09,177.62,-40.09,2.5,-12.72,drive,0.2,-0.2,0,1.0,False
7,1774889267.53,173.76,173.32,-12.26,2.98,-4.04,drive,0.2,-0.1,0,1.0,False
8,1774889270.33,162.11,162.03,5.34,3.75,1.89,brake,0,0,20,0.5,False
9,1774889273.05,149.92,149.41,12.34,4.42,4.72,brake,0,0,30,0.5,False
10,1774889275.69,137.63,135.85,22.09,3.98,9.23,brake,0,0,15.0,1.0,True
11,1774889279.19,126.07,124.03,22.57,4.19,10.31,brake,0,0,20,1.0,False
12,1774889283.5,114.02,111.79,22.45,1.96,11.36,drive,0.1,0.5,0,1.0,False
13,1774889286.41,105.46,104.93,-10.55,2.18,-5.74,drive,0.2,-0.2,0,1.0,False
14,1774889290.43,98.47,98.4,3.78,2.72,2.2,drive,0.1,0.1,0,1.0,False
15,1774889294.04,87.33,87.25,-3.7,2.98,-2.43,drive,0.1,-0.1,0,1.0,False
16,1774889297.87,76.37,76.29,3.49,3.22,2.62,brake,0,0,10,0.5,False
17,1774889301.69,65.31,65.22,3.44,2.03,3.02,drive,0.2,0.2,0,1.0,False
18,1774889305.56,57.01,56.83,-4.46,2.58,-4.49,drive,0.2,-0.3,0,1.0,False
19,1774889309.02,46.6,45.94,7.83,3.08,9.67,brake,0,0,20,0.5,False
20,1774889312.85,38.53,37.74,7.78,0.85,11.65,drive,0.2,0.4,0,1.0,False
21,1774889316.57,34.74,34.61,3.0,1.42,4.96,drive,0.2,0.2,0,1.0,False
22,1774889320.08,28.86,28.86,0.01,1.98,0.01,drive,0.2,0.0,0,1.0,False
23,1774889324.31,21.36,21.36,0.02,2.53,0.04,brake,0,0,20,0.5,False
24,1774889327.46,13.1,13.1,0.0,0.29,0.02,drive,0.1,0.0,0,1.0,False
25,1774889331.13,11.81,11.81,0.0,0.6,0.02,brake,0,0,30,1.0,False
26,1774889334.79,10.52,10.52,0.0,0.03,0.01,drive,0.1,0.0,0,1.0,False
27,1774889338.57,10.3,10.3,0.0,0.27,0.02,brake,0,0,30,1.0,False
28,1774889342.49,9.7,9.7,0.0,0.01,0.0,drive,0.1,0.0,0,1.0,False
29,1774889345.86,9.42,9.42,0.0,0.29,0.01,brake,0,0,30,1.0,False
30,1774889349.61,8.89,8.89,0.0,0.01,0.0,drive,0.1,0.0,0,1.0,False
31,1774889353.35,8.61,8.61,0.0,0.29,0.0,brake,0,0,30,1.0,False
32,1774889357.09,7.98,7.98,-0.0,0.01,-0.0,drive,0.1,0.0,0,1.0,False
33,1774889360.69,7.7,7.7,-0.0,0.29,-0.0,brake,0,0,30,1.0,False
34,1774889364.38,7.11,7.11,-0.0,0.01,-0.01,drive,0.1,0.0,0,1.0,False
35,1774889368.0,6.83,6.83,-0.0,0.29,-0.01,brake,0,0,30,1.0,False
36,1774889372.22,6.24,6.24,-0.0,0.01,-0.01,drive,0.1,0.0,0,1.0,False
37,1774889375.49,5.96,5.96,-0.0,0.29,-0.01,brake,0,0,30,1.0,False
38,1774889379.17,5.47,5.47,-0.0,0.01,-0.02,drive,0.1,0.0,0,1.0,False
39,1774889382.83,5.18,5.18,-0.0,0.29,-0.02,brake,0,0,30,1.0,False
40,1774889388.26,4.58,4.58,-0.0,0.01,-0.02,drive,0.1,0.0,0,1.0,False
41,1774889390.92,4.32,4.32,-0.0,0.29,-0.02,brake,0,0,30,1.0,False
42,1774889393.93,4.02,4.02,-0.0,0.01,-0.03,drive,0.1,0.0,0,1.0,False
43,1774889397.74,3.73,3.73,-0.0,0.29,-0.03,brake,0,0,30,1.0,False
44,1774889401.37,3.08,3.08,-0.0,0.01,-0.05,drive,0.1,0.0,0,1.0,False
