step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774892335.74,262.35,-8.81,-262.2,0.02,-91.93,drive,0.2,-1.0,0,0.5,False
1,1774892341.18,262.3,22.2,-261.36,0.68,-85.15,drive,0.15,-1.0,0,0.5,False
2,1774892343.78,261.66,86.96,-246.78,1.11,-70.59,drive,0.15,-1.0,0,0.5,False
3,1774892346.53,260.13,167.04,-199.4,1.46,-50.05,drive,0.15,-1.0,0,0.5,False
4,1774892349.25,256.88,233.73,-106.58,1.75,-24.51,drive,0.2,-0.5,0,1.0,False
5,1774892351.97,251.88,249.64,-33.47,2.24,-7.64,drive,0.2,-0.2,0,1.0,False
6,1774892354.77,245.27,245.26,2.0,2.75,0.47,drive,0.1,0.1,0,1.0,False
7,1774892357.34,237.4,236.7,-18.18,2.98,-4.39,drive,0.1,-0.2,0,1.0,False
8,1774892360.09,229.45,228.21,23.76,3.19,5.94,brake,0,0,10,0.5,False
9,1774892362.76,219.67,218.2,25.42,4.57,6.64,brake,0,0,20,0.5,False
10,1774892365.4,205.23,203.34,27.76,5.94,7.77,brake,0,0,30,0.5,False
11,1774892368.05,191.15,189.03,28.39,3.64,8.54,brake,0,0,10,0.5,False
12,1774892371.39,183.09,180.89,28.3,2.46,8.89,drive,0.1,0.3,0,1.0,False
13,1774892374.89,174.63,174.16,-12.76,2.69,-4.19,drive,0.2,-0.2,0,1.0,False
14,1774892378.99,164.68,163.9,16.01,3.2,5.58,brake,0,0,10,0.5,False
15,1774892382.46,153.04,152.23,15.76,2.0,5.91,drive,0.2,0.2,0,1.0,False
16,1774892386.1,145.51,145.46,-3.77,2.54,-1.48,drive,0.2,-0.1,0,1.0,False
17,1774892389.42,135.65,135.44,7.41,3.06,3.13,brake,0,0,10,0.5,False
18,1774892393.54,127.05,126.85,7.25,1.87,3.27,drive,0.2,0.2,0,1.0,False
19,1774892398.99,118.75,118.49,-7.76,2.41,-3.75,drive,0.2,-0.2,0,1.0,False
20,1774892401.76,105.15,104.8,8.58,2.91,4.68,brake,0,0,10,0.5,False
21,1774892404.78,98.53,98.16,8.43,1.72,4.91,drive,0.2,0.2,0,1.0,False
22,1774892408.52,92.69,92.65,-2.58,2.27,-1.6,drive,0.2,-0.1,0,1.0,False
23,1774892412.02,83.63,83.55,3.68,2.8,2.52,drive,0.1,0.2,0,1.0,False
24,1774892415.94,73.64,73.04,-9.41,3.02,-7.34,brake,0,0,15.0,1.0,True
25,1774892419.43,63.96,63.26,-9.48,1.28,-8.52,drive,0.15,-0.5,0,1.0,False
26,1774892423.88,59.04,58.93,3.67,1.67,3.56,drive,0.2,0.2,0,1.0,False
27,1774892426.88,51.04,50.98,-2.36,2.2,-2.65,drive,0.2,-0.2,0,1.0,False
28,1774892430.77,43.85,43.65,4.22,2.73,5.52,drive,0.1,0.3,0,1.0,False
29,1774892434.45,33.18,32.79,-5.03,2.94,-8.72,drive,0.1,-0.4,0,1.0,False
30,1774892438.09,22.31,21.98,3.81,3.12,9.84,brake,0,0,20,0.5,False
31,1774892442.16,13.71,13.18,3.76,0.88,15.93,drive,0.1,0.5,0,0.5,False
32,1774892445.51,9.95,9.73,2.06,1.15,11.92,drive,0.1,0.3,0,0.5,False
33,1774892449.17,5.85,5.72,1.22,1.42,12.03,brake,0,0,30,0.5,False
