step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774288911.52,282.14,-274.32,-65.97,0.02,-166.48,drive,0.1,-1,0,1,False
1,1774288914.73,282.56,-269.97,-83.4,0.36,-162.83,drive,0.1,-1,0,1,False
2,1774288917.35,283.91,-255.58,-123.64,0.66,-154.18,drive,0.1,-1,0,1,False
3,1774288920.64,285.59,-221.1,-180.76,0.92,-140.73,drive,0.1,-1,0,1,False
4,1774288923.16,287.86,-163.58,-236.87,1.15,-124.63,drive,0.1,-1,0,1,False
5,1774288926.08,289.23,-70.75,-280.44,1.35,-104.16,drive,0.1,-1,0,1,False
6,1774288928.77,289.69,41.13,-286.76,1.5,-81.84,drive,0.3,-0.8,0,1,False
7,1774288931.64,288.34,159.04,-240.51,2.16,-56.52,drive,0.5,-0.6,0,1,False
8,1774288934.43,283.61,244.74,-143.31,3.36,-30.35,brake,0,0,30,1,False
9,1774288937.86,277.97,239.85,-140.51,0.17,-30.36,drive,0.1,-0.6,0,1,False
10,1774288940.63,277.27,246.41,-127.13,0.41,-27.29,drive,0.1,-0.5,0,1,False
11,1774288943.34,276.09,254.36,-107.36,0.64,-22.88,drive,0.1,-0.4,0,1,False
12,1774288945.99,274.31,261.31,-83.45,0.87,-17.71,drive,0.1,-0.3,0,1,False
13,1774288948.62,271.9,265.15,-60.22,1.09,-12.8,drive,0.2,-0.2,0,1,False
14,1774288951.54,268.66,265.71,-39.72,1.61,-8.5,drive,0.3,-0.1,0,1,False
15,1774288954.52,263.35,262.21,-24.51,2.41,-5.34,drive,0.4,-0.1,0,1,False
16,1774288957.02,255.45,255.42,-3.8,3.43,-0.85,brake,0,0,50,1,False
17,1774288959.85,250.28,250.25,-3.71,0.44,-0.85,drive,0.1,-0.1,0,1,False
18,1774288962.69,251.26,251.18,-6.08,0.17,-1.39,drive,0.1,-0.1,0,1,False
19,1774288965.64,251.55,251.46,-6.58,0.07,-1.5,drive,0.1,-0.1,0,1,False
20,1774288968.2,251.15,251.09,-5.28,0.32,-1.2,drive,0.1,-0.1,0,1,False
21,1774288971.13,250.14,250.13,-2.12,0.56,-0.49,drive,0.2,-0.05,0,1,False
22,1774288973.87,248.04,248.04,0.73,1.1,0.17,drive,0.3,0.05,0,1,False
23,1774288976.61,244.34,244.3,-4.22,1.91,-0.99,drive,0.2,-0.1,0,1,False
24,1774288979.27,238.75,238.52,10.63,2.4,2.55,drive,0.2,0.1,0,1,False
25,1774288982.16,231.92,231.8,-7.31,2.88,-1.81,drive,0.2,-0.1,0,1,False
26,1774288984.86,226.73,226.64,-6.62,0.0,-1.67,drive,0.1,-0.1,0,1,False
27,1774288987.8,226.73,226.66,-5.89,0.0,-1.49,drive,0.1,-0.1,0,1,False
