step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774282968.65,281.75,-110.66,-259.11,0.02,-113.13,drive,0.1,-1,0,1,False
1,1774282971.09,281.86,-97.3,-264.53,0.34,-110.19,drive,0.1,-1,0,1,False
2,1774282974.05,282.14,-61.94,-275.25,0.63,-102.68,drive,0.1,-1,0,1,False
3,1774282976.97,282.4,-0.46,-282.4,0.9,-90.09,drive,0.1,-1,0,1,False
4,1774282979.84,282.1,76.89,-271.42,1.13,-74.18,drive,0.3,-0.74,0,1,False
5,1774282982.51,280.55,164.63,-227.17,1.94,-54.07,drive,0.5,-0.54,0,1,False
6,1774282985.1,276.45,233.52,-147.96,3.22,-32.36,brake,0,0,30,1,False
7,1774282987.74,271.28,231.68,-141.12,0.03,-31.34,drive,0.1,-0.31,0,1,False
8,1774282990.27,270.99,233.69,-137.21,0.33,-30.42,drive,0.1,-0.3,0,1,False
9,1774282993.09,270.09,238.01,-127.67,0.6,-28.21,drive,0.1,-0.28,0,1,False
10,1774282996.26,268.39,243.34,-113.22,0.87,-24.95,drive,0.1,-0.25,0,1,False
11,1774282999.04,265.74,247.97,-95.53,1.12,-21.07,drive,0.1,-0.21,0,1,False
12,1774283002.05,262.6,251.39,-75.91,1.38,-16.8,drive,0.1,-0.17,0,1,False
13,1774283004.71,258.47,252.04,-57.31,1.62,-12.81,drive,0.1,-0.12,0,1,False
14,1774283007.38,254.06,250.55,-42.03,1.86,-9.52,drive,0.1,-0.09,0,1,False
15,1774283010.07,246.86,246.19,-18.17,4.41,-4.22,brake,0,0,50,1,False
16,1774283012.64,233.57,233.49,6.11,3.04,1.5,brake,0,0,15.0,1.0,True
17,1774283015.15,223.25,223.06,9.33,4.04,2.4,brake,0,0,30,1,False
18,1774283017.8,215.39,215.21,8.95,0.86,2.38,drive,0.2,0.24,0,1,False
19,1774283020.3,212.65,212.49,-8.05,1.46,-2.17,drive,0.2,-0.22,0,1,False
20,1774283023.04,208.55,208.09,13.71,2.02,3.77,drive,0.2,0.38,0,1,False
21,1774283025.64,202.66,199.37,-36.39,2.53,-10.34,drive,0.2,-0.1,0,1,False
22,1774283028.39,195.84,194.49,-22.94,3.07,-6.73,brake,0,0,30,1,False
23,1774283031.38,189.86,188.32,-24.1,0.18,-7.29,drive,0.1,-0.73,0,1,False
24,1774283034.04,190.08,188.65,-23.28,0.14,-7.03,drive,0.1,-0.7,0,1,False
25,1774283036.47,189.47,189.09,-11.99,0.43,-3.63,drive,0.1,-0.36,0,1,False
