step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774288590.9,130.25,-91.62,-92.57,0.02,-134.7,drive,0,-1,0,1,False
1,1774288593.43,130.36,-90.44,-93.89,0.07,-133.93,drive,0,-1,0,1,False
2,1774288596.03,130.52,-88.06,-96.34,0.11,-132.43,drive,0,-1,0,1,False
3,1774288598.64,130.74,-84.64,-99.64,0.15,-130.35,drive,0,-1,0,1,False
4,1774288601.18,131.0,-80.25,-103.54,0.18,-127.78,drive,0,-1,0,1,False
5,1774288603.63,131.28,-74.73,-107.93,0.2,-124.7,drive,0,-1,0,1,False
6,1774288606.72,131.55,-68.34,-112.41,0.23,-121.3,drive,0,-1,0,1,False
7,1774288609.12,131.91,-61.37,-116.76,0.25,-117.73,drive,0,-1,0,1,False
8,1774288612.01,132.17,-53.15,-121.01,0.27,-113.71,drive,0,-1,0,1,False
9,1774288614.55,132.46,-44.14,-124.88,0.29,-109.47,drive,0,-1,0,1,False
10,1774288617.23,132.66,-34.4,-128.12,0.29,-105.03,drive,0,-1,0,1,False
11,1774288619.7,132.82,-24.01,-130.63,0.3,-100.42,drive,0,-1,0,1,False
12,1774288622.27,132.9,-13.3,-132.24,0.3,-95.74,drive,0,-1,0,1,False
13,1774288624.67,132.93,-2.7,-132.9,0.3,-91.16,drive,0,-1,0,1,False
14,1774288627.3,132.9,7.73,-132.67,0.29,-86.67,drive,0.5,-0.5,0,1,False
15,1774288629.72,132.68,22.74,-130.72,1.72,-80.13,drive,0.5,-0.5,0,1,False
16,1774288632.13,131.35,57.37,-118.17,3.04,-64.1,brake,0,0,50,1,False
17,1774288635.03,129.11,57.39,-115.65,0.29,-63.61,drive,0.5,-0.5,0,1,False
18,1774288637.77,129.01,62.03,-113.12,1.19,-61.26,drive,0.5,-0.5,0,1,False
19,1774288640.39,126.77,83.04,-95.78,2.53,-49.08,drive,0.5,-0.5,0,1,False
20,1774288642.69,121.41,108.21,-55.05,3.74,-26.96,brake,0,0,50,1,False
21,1774288645.48,116.05,105.49,-48.38,0.36,-24.64,drive,0.3,-0.5,0,1,False
22,1774288648.12,116.45,105.81,-48.63,0.5,-24.68,drive,0.3,-0.5,0,1,False
23,1774288650.76,114.73,109.19,-35.23,1.32,-17.88,drive,0.5,-0.5,0,1,False
24,1774288653.47,110.61,110.36,-7.44,2.61,-3.85,drive,0.6,-0.1,0,1,False
25,1774288656.03,101.37,100.88,9.97,5.31,5.64,brake,0,0,50,1,False
26,1774288658.44,88.99,85.55,24.52,2.1,15.99,drive,0.4,0.3,0,1,False
27,1774288660.85,82.36,82.14,5.94,4.13,4.14,brake,0,0,30,1,False
28,1774288663.38,72.57,72.02,8.92,2.66,7.06,drive,0.5,0.3,0,1,False
29,1774288666.11,63.08,61.77,-12.8,5.63,-11.7,brake,0,0,40,1,False
30,1774288668.74,48.4,45.57,-16.31,2.82,-19.69,drive,0.4,-0.5,0,1,False
31,1774288671.17,40.71,40.71,0.52,3.8,0.73,brake,0,0,15.0,1.0,True
32,1774288673.71,32.71,32.55,3.24,2.08,5.69,drive,0.5,0.2,0,1,False
33,1774288676.12,26.61,26.6,-0.72,3.43,-1.54,brake,0,0,20,1,False
34,1774288678.64,19.88,19.85,-1.17,1.2,-3.39,drive,0.3,-0.3,0,1,False
35,1774288681.37,16.26,16.22,1.17,2.07,4.12,drive,0.4,0.4,0,1,False
36,1774288683.68,10.04,9.9,-1.63,3.09,-9.33,brake,0,0,30,1,False
37,1774288686.27,5.18,4.84,-1.85,0.01,-20.92,drive,0.1,-1,0,1,False
38,1774288688.77,4.98,4.69,-1.68,0.28,-19.72,drive,0.1,-1,0,1,False
39,1774288691.27,4.14,3.96,-1.18,0.53,-16.58,drive,0.1,-1,0,1,False
