step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774282046.25,216.56,-215.45,-21.91,0.02,-174.19,drive,0.1,-1,0,1,False
1,1774282048.62,216.85,-214.74,-30.22,0.34,-171.99,drive,0.1,-1,0,1,False
2,1774282050.82,217.86,-209.95,-58.16,0.64,-164.52,drive,0.2,-1,0,1,False
3,1774282053.03,219.42,-193.15,-104.11,1.15,-151.67,drive,0.3,-1,0,1,False
4,1774282055.21,221.71,-143.32,-169.16,1.87,-130.27,drive,0.4,-1,0,1,False
5,1774282057.39,223.62,-37.3,-220.49,2.72,-99.6,drive,0.5,-1,0,1,False
6,1774282059.53,222.57,99.85,-198.91,3.77,-63.34,brake,0,0,50,1,False
7,1774282061.75,218.23,151.07,-157.49,0.03,-46.19,drive,0.2,-1,0,1,False
8,1774282064.14,218.3,152.84,-155.87,0.35,-45.56,drive,0.2,-1,0,1,False
9,1774282066.38,217.46,171.17,-134.12,0.83,-38.08,drive,0.2,-1,0,1,False
10,1774282068.98,215.65,198.49,-84.3,1.27,-23.01,drive,0.3,-0.5,0,1,False
11,1774282071.58,212.02,210.93,-21.41,2.04,-5.8,drive,0.4,-0.2,0,1,False
12,1774282073.62,206.28,205.68,15.76,3.02,4.38,brake,0,0,30,1,False
13,1774282075.86,201.4,200.3,21.01,0.04,5.99,drive,0.1,0.2,0,1,False
14,1774282078.17,201.35,200.29,20.64,0.23,5.88,drive,0.1,0.2,0,1,False
15,1774282080.43,200.7,199.96,17.17,0.49,4.91,drive,0.1,0.2,0,1,False
16,1774282082.65,199.47,199.19,10.57,0.75,3.04,drive,0.2,0.1,0,1,False
17,1774282085.13,197.64,197.57,5.02,1.25,1.45,drive,0.3,0.1,0,1,False
18,1774282087.44,194.09,194.06,-3.22,2.02,-0.95,drive,0.2,-0.1,0,1,False
19,1774282089.87,188.99,188.92,5.19,2.57,1.57,drive,0.2,0.1,0,1,False
20,1774282092.22,182.47,182.4,-4.95,3.07,-1.56,brake,0,0,30,1,False
21,1774282095.11,176.76,176.53,-9.1,0.03,-2.95,drive,0.1,-1,0,0.5,False
22,1774282099.39,176.87,176.69,-8.06,0.17,-2.61,drive,0.1,-1,0,0.5,False
23,1774282101.85,176.17,176.15,2.34,0.36,0.76,drive,0.1,0.8,0,0.5,False
