step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774286981.52,288.0,-67.5,-279.98,0.03,-103.55,drive,0,-1,0,1,False
1,1774286986.12,288.05,-61.5,-281.41,0.1,-102.33,drive,0,-1,0,1,False
2,1774286992.34,288.17,-49.93,-283.81,0.17,-99.98,drive,0,-1,0,1,False
3,1774286997.25,288.37,-31.28,-286.66,0.27,-96.23,drive,0,-1,0,1,False
4,1774287000.91,288.46,-7.91,-288.36,0.32,-91.57,drive,0,-1,0,1,False
5,1774287004.42,288.43,18.43,-287.84,0.36,-86.34,drive,0.2,-0.86,0,1,False
6,1774287008.37,288.04,69.85,-279.45,0.92,-75.97,drive,0.5,-0.76,0,1,False
7,1774287011.83,285.79,158.4,-237.87,2.27,-56.34,drive,0.7,-0.56,0,1,False
8,1774287015.25,278.34,238.8,-143.0,4.04,-30.92,brake,0,0,50,1,False
9,1774287018.83,272.15,229.56,-146.18,0.15,-32.49,drive,0.2,-0.32,0,1,False
10,1774287022.8,271.82,231.12,-143.08,0.44,-31.76,drive,0.2,-0.32,0,1,False
11,1774287026.36,269.52,237.45,-127.51,1.0,-28.24,drive,0.5,-0.28,0,1,False
12,1774287030.02,264.33,245.49,-98.0,2.37,-21.76,drive,0.5,-0.22,0,1,False
13,1774287033.12,253.36,246.57,-58.28,5.23,-13.3,brake,0,0,50,1,False
14,1774287036.59,238.53,232.52,-53.2,4.73,-12.89,brake,0,0,50,1,False
15,1774287040.13,225.38,218.49,-55.33,1.48,-14.21,drive,0.3,-0.24,0,1,False
16,1774287043.5,218.96,217.25,-27.3,2.31,-7.16,drive,0.5,-0.12,0,1,False
17,1774287047.28,209.3,209.21,-6.3,3.66,-1.73,brake,0,0,15.0,1.0,True
18,1774287050.86,198.22,198.12,-6.33,1.93,-1.83,drive,0.4,-0.09,0,1,False
19,1774287054.21,189.72,189.62,6.0,3.04,1.81,brake,0,0,20.0,1,False
20,1774287059.01,183.0,182.92,5.38,0.82,1.69,drive,0.2,0.08,0,1,False
21,1774287062.39,178.12,178.12,0.77,1.41,0.25,drive,0.3,0.01,0,1,False
22,1774287065.6,172.2,172.2,-0.04,2.26,-0.01,drive,0.3,0.0,0,1,False
23,1774287068.77,163.75,163.75,0.07,3.07,0.02,brake,0,0,20,1,False
24,1774287072.14,157.38,157.38,0.06,0.85,0.02,drive,0.2,0.0,0,1,False
25,1774287075.53,153.63,153.63,0.13,1.44,0.05,drive,0.2,0.0,0,1,False
26,1774287078.94,147.88,147.88,0.2,2.01,0.08,drive,0.1,0.1,0,1,False
27,1774287082.52,140.54,140.25,-9.01,2.28,-3.67,drive,0.1,-0.1,0,1,False
28,1774287086.8,131.87,131.86,0.73,2.54,0.32,drive,0.1,0.3,0,1,False
29,1774287090.74,120.87,117.49,-28.37,2.76,-13.58,drive,0.1,-0.6,0,1,False
30,1774287094.89,110.13,106.16,29.3,2.87,15.43,drive,0.1,0.6,0,1,False
31,1774287099.67,98.44,95.7,-23.05,2.98,-13.54,drive,0.1,-0.6,0,1,False
32,1774287103.73,84.55,80.9,24.57,3.08,16.9,brake,0,0,30,1,False
33,1774287107.86,77.28,73.32,24.44,0.05,18.44,drive,0.1,0.6,0,1,False
34,1774287111.85,77.05,73.54,22.96,0.24,17.34,drive,0.1,0.6,0,1,False
35,1774287115.25,75.71,73.65,17.53,0.52,13.39,drive,0.1,0.4,0,1,False
36,1774287118.65,73.53,72.58,11.78,0.8,9.22,drive,0.1,0.4,0,1,False
37,1774287122.11,70.42,70.32,3.74,1.07,3.04,drive,0.2,0.2,0,1,False
38,1774287125.49,65.84,65.82,-1.51,1.64,-1.32,drive,0.2,-0.2,0,1,False
39,1774287128.83,59.42,59.16,5.6,2.18,5.41,drive,0.1,0.2,0,1,False
40,1774287132.23,51.81,51.78,-1.8,2.43,-2.0,drive,0.1,-0.2,0,1,False
41,1774287135.6,43.3,42.98,5.26,2.67,6.98,drive,0.1,0.2,0,1,False
42,1774287139.14,33.95,33.94,-0.95,2.9,-1.6,drive,0.1,-0.2,0,1,False
43,1774287142.45,23.19,22.86,3.93,3.13,9.75,brake,0,0,30,1,False
44,1774287146.24,17.91,17.47,3.91,0.01,12.62,drive,0.1,0.2,0,1,False
45,1774287150.72,17.47,17.06,3.78,0.29,12.48,drive,0.1,0.2,0,1,False
46,1774287155.02,15.76,15.4,3.35,0.58,12.28,drive,0.1,0.2,0,1,False
47,1774287160.46,12.91,12.62,2.76,0.87,12.33,drive,0.2,0.2,0,1,False
48,1774287164.12,7.5,7.18,2.15,1.43,16.65,drive,0.1,0.2,0,1,False
