step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774282781.14,218.46,-112.32,-187.37,0.02,-120.94,drive,0,-1,0,1,False
1,1774282783.59,218.52,-109.84,-188.91,0.07,-120.17,drive,0,-1,0,1,False
2,1774282786.04,218.61,-105.07,-191.71,0.1,-118.73,drive,0,-1,0,1,False
3,1774282788.61,218.74,-98.73,-195.19,0.13,-116.83,drive,0,-1,0,1,False
4,1774282791.21,218.9,-90.04,-199.52,0.17,-114.29,drive,0,-1,0,1,False
5,1774282793.77,219.07,-79.6,-204.1,0.2,-111.31,drive,0,-1,0,1,False
6,1774282796.45,219.23,-67.85,-208.47,0.22,-108.03,drive,0,-1,0,1,False
7,1774282798.99,219.39,-54.49,-212.52,0.24,-104.38,drive,0,-1,0,1,False
8,1774282801.46,219.52,-38.89,-216.04,0.26,-100.21,drive,0,-1,0,1,False
9,1774282804.19,219.59,-22.87,-218.4,0.27,-95.98,drive,0,-1,0,1,False
10,1774282806.67,219.62,-5.74,-219.55,0.29,-91.5,drive,0,-1,0,1,False
11,1774282809.44,219.59,11.84,-219.27,0.29,-86.91,drive,0.5,-0.5,0,1,False
12,1774282811.88,219.35,39.94,-215.69,1.77,-79.51,drive,0.5,-0.5,0,1,False
13,1774282814.37,217.84,103.03,-191.93,3.12,-61.77,brake,0,0,50,1,False
14,1774282816.92,215.3,104.18,-188.42,0.4,-61.06,drive,0.5,-0.5,0,1,False
15,1774282819.54,215.26,109.7,-185.21,1.11,-59.36,drive,0.5,-0.5,0,1,False
16,1774282822.09,213.08,146.46,-154.76,2.5,-46.58,drive,0.5,-0.5,0,1,False
17,1774282824.7,207.71,187.86,-88.62,3.72,-25.25,brake,0,0,50,1,False
18,1774282827.24,201.21,184.76,-79.67,0.33,-23.33,drive,0.2,-0.5,0,1,False
19,1774282830.01,201.54,184.44,-81.25,0.28,-23.78,drive,0.2,-0.5,0,1,False
20,1774282832.92,200.51,188.96,-67.08,0.82,-19.55,drive,0.3,-0.5,0,1,False
21,1774282835.52,197.69,194.84,-33.43,1.62,-9.73,drive,0.4,-0.5,0,1,False
22,1774282838.11,192.76,190.73,27.89,2.94,8.32,drive,0.3,0.5,0,1,False
23,1774282840.67,182.04,165.31,-76.23,6.02,-24.76,brake,0,0,50,1,False
24,1774282843.22,167.79,145.67,-83.26,4.71,-29.75,brake,0,0,60,1,False
25,1774282845.75,159.92,135.59,-84.78,0.25,-32.02,drive,0.2,-1,0,1,False
