step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774292010.15,241.41,-75.49,-229.3,0.02,-108.22,drive,0.1,-1,0,1,False
1,1774292013.31,241.5,-68.56,-231.56,0.34,-106.49,drive,0.1,-1,0,1,False
2,1774292015.61,241.77,-40.71,-238.31,0.63,-99.7,drive,0.2,-1,0,1,False
3,1774292017.95,241.83,8.66,-241.67,1.12,-87.95,drive,0.1,-1,0,1,False
4,1774292020.52,241.21,83.89,-226.16,1.33,-69.65,drive,0.3,-0.7,0,1,False
5,1774292022.84,239.13,158.86,-178.73,2.03,-48.37,drive,0.4,-0.5,0,1,False
6,1774292024.85,234.82,211.74,-101.51,3.01,-25.61,brake,0,0,30,1,False
7,1774292027.21,230.16,218.08,-73.58,0.18,-18.65,drive,0.1,-0.3,0,1,False
8,1774292029.7,229.98,218.28,-72.43,0.29,-18.36,drive,0.1,-0.3,0,1,False
9,1774292032.06,229.13,219.68,-65.12,0.56,-16.51,drive,0.1,-0.3,0,1,False
10,1774292034.46,227.7,221.55,-52.57,0.83,-13.35,drive,0.2,-0.3,0,1,False
11,1774292038.44,225.5,223.03,-33.25,1.34,-8.48,drive,0.3,-0.3,0,1,False
12,1774292041.19,219.73,219.7,-3.8,2.07,-0.99,drive,0.4,-0.1,0,1,False
13,1774292043.23,213.51,212.8,17.46,3.06,4.69,brake,0,0,30,1,False
14,1774292045.64,208.23,207.19,20.8,0.71,5.73,drive,0.1,0.1,0,1,False
15,1774292047.99,203.79,203.21,15.33,3.43,4.31,brake,0,0,40,1,False
16,1774292050.26,193.82,192.76,20.24,2.77,5.99,drive,0.3,0.1,0,1,False
17,1774292052.48,184.91,184.78,6.84,5.81,2.12,brake,0,0,50,1,False
18,1774292054.8,171.73,171.71,2.96,2.68,0.99,drive,0.2,0.1,0,1,False
19,1774292056.94,166.12,166.05,-4.56,2.81,-1.57,drive,0.2,-0.1,0,1,False
20,1774292059.26,159.79,159.77,2.73,3.33,0.98,brake,0,0,30,1,False
21,1774292061.49,153.29,153.11,7.35,0.41,2.75,drive,0.1,0.3,0,1,False
22,1774292063.77,152.59,152.54,3.59,0.53,1.35,drive,0.1,0.2,0,1,False
23,1774292065.92,151.23,151.21,-2.25,0.81,-0.85,drive,0.1,-0.1,0,1,False
24,1774292068.3,149.28,149.28,-0.97,1.11,-0.37,drive,0.2,-0.1,0,1,False
25,1774292070.58,146.35,146.28,4.46,1.65,1.75,drive,0.1,0.2,0,1,False
26,1774292072.74,142.36,142.28,-4.75,1.95,-1.91,drive,0.1,-0.2,0,1,False
27,1774292074.92,138.0,137.94,4.1,2.21,1.7,drive,0.1,0.2,0,1,False
28,1774292077.18,133.03,132.9,-5.93,2.48,-2.55,drive,0.1,-0.3,0,1,False
29,1774292079.49,127.31,126.78,11.65,2.71,5.25,drive,0.1,0.3,0,1,False
30,1774292081.52,120.95,120.94,-1.64,2.94,-0.78,drive,0.2,-0.1,0,1,False
31,1774292083.75,114.79,114.78,-1.3,3.43,-0.65,brake,0,0,30,1,False
32,1774292086.04,108.35,108.34,1.57,0.5,0.83,drive,0.1,0.1,0,1,False
33,1774292088.41,107.46,107.45,0.67,0.61,0.36,drive,0.1,0.1,0,1,False
34,1774292090.77,105.82,105.81,-1.61,0.91,-0.87,drive,0.1,-0.9,0,1,False
35,1774292093.18,103.55,102.43,15.2,1.1,8.44,drive,0.1,0.8,0,1,False
36,1774292095.45,100.85,100.05,12.69,1.3,7.23,drive,0.2,0.7,0,1,False
37,1774292097.84,97.67,95.89,-18.59,1.74,-10.97,drive,0.2,-1,0,1,False
38,1774292100.0,93.38,93.37,-1.41,2.1,-0.87,drive,0.3,-0.1,0,1,False
39,1774292102.09,88.53,83.46,29.54,2.92,19.49,drive,0.1,0.9,0,1,False
40,1774292104.44,82.55,82.54,-1.04,2.96,-0.72,drive,0.3,-0.1,0,1,False
41,1774292106.53,75.61,72.11,-22.75,3.69,-17.51,brake,0,0,50,1,False
42,1774292108.53,69.7,66.43,-21.12,0.07,-17.64,drive,0.1,-1,0,1,False
43,1774292110.65,70.05,66.35,-22.47,0.03,-18.71,drive,0.1,-1,0,1,False
44,1774292112.89,69.82,66.75,-20.47,0.3,-17.05,drive,0.1,-0.5,0,1,False
