step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774292208.79,297.43,159.58,-251.0,0.02,-57.55,drive,0.1,-0.8,0,1,False
1,1774292210.98,297.3,166.23,-246.48,0.32,-56.0,drive,0.2,-0.8,0,1,False
2,1774292213.31,296.65,193.12,-225.18,0.86,-49.38,drive,0.3,-0.7,0,1,False
3,1774292215.58,294.8,240.23,-170.88,1.62,-35.42,drive,0.4,-0.5,0,1,False
4,1774292217.69,290.89,278.35,-84.49,2.64,-16.89,drive,0.5,-0.2,0,1,False
5,1774292219.98,284.52,284.32,-10.85,3.94,-2.19,brake,0,0,50,1,False
6,1774292222.2,276.83,276.81,3.24,0.21,0.67,drive,0.1,0.1,0,1,False
7,1774292224.4,276.62,276.61,2.07,0.32,0.43,drive,0.1,0.1,0,1,False
8,1774292226.63,275.73,275.73,-1.26,0.62,-0.26,drive,0.1,-0.3,0,1,False
9,1774292228.68,274.15,273.91,11.33,0.92,2.37,drive,0.1,0.4,0,1,False
10,1774292230.93,272.12,272.03,-7.26,1.19,-1.53,drive,0.1,-0.3,0,1,False
11,1774292232.99,269.29,269.26,3.88,1.47,0.82,drive,0.1,0.2,0,1,False
12,1774292235.12,266.11,266.07,-4.24,1.74,-0.91,drive,0.1,-0.2,0,1,False
13,1774292239.01,262.2,262.01,10.04,2.02,2.19,drive,0.1,0.2,0,1,False
14,1774292241.33,254.18,254.12,-5.68,2.29,-1.28,drive,0.1,-0.2,0,1,False
15,1774292243.53,247.53,246.91,17.45,4.16,4.04,brake,0,0,50,1,False
16,1774292246.0,237.04,236.21,19.85,2.69,4.8,drive,0.1,0.5,0,1,False
17,1774292248.18,227.47,219.02,-61.43,5.34,-15.67,brake,0,0,50,1,False
18,1774292250.69,217.81,184.19,-116.26,1.99,-32.26,drive,0.2,-1,0,1,False
19,1774292253.27,213.99,205.79,-58.67,1.98,-15.91,drive,0.3,-0.5,0,1,False
20,1774292255.45,208.49,204.66,39.79,2.7,11.0,drive,0.3,0.5,0,1,False
21,1774292257.63,202.37,202.19,8.61,3.4,2.44,brake,0,0,50,1,False
22,1774292260.09,196.39,194.69,-25.76,0.19,-7.54,drive,0.1,-0.5,0,1,False
23,1774292262.34,197.08,194.74,-30.27,0.06,-8.84,drive,0.1,-0.5,0,1,False
24,1774292264.6,197.03,194.84,-29.24,0.25,-8.53,drive,0.1,-0.5,0,1,False
25,1774292267.07,196.31,195.33,-19.55,0.53,-5.72,drive,0.2,-0.3,0,1,False
26,1774292269.54,194.71,194.65,-4.82,1.07,-1.42,drive,0.3,-0.1,0,1,False
27,1774292271.67,191.57,191.48,6.05,1.89,1.81,drive,0.3,0.1,0,1,False
28,1774292274.22,187.04,187.03,-0.92,2.72,-0.28,drive,0.4,-0.1,0,1,False
29,1774292276.15,179.44,179.26,8.02,3.73,2.56,brake,0,0,30,1,False
30,1774292278.25,173.29,172.86,12.2,0.93,4.04,drive,0.2,0.4,0,1,False
31,1774292280.48,171.4,171.4,-0.45,1.31,-0.15,drive,0.3,-0.2,0,1,False
32,1774292283.13,168.01,167.98,3.18,2.11,1.08,drive,0.3,0.1,0,1,False
33,1774292285.29,161.89,161.89,-0.18,2.91,-0.06,drive,0.4,-0.1,0,1,False
34,1774292287.25,155.02,154.82,7.86,3.91,2.91,brake,0,0,50,1,False
35,1774292289.5,148.83,148.36,11.84,0.09,4.56,drive,0.1,0.4,0,1,False
36,1774292291.6,148.82,148.41,10.97,0.23,4.23,drive,0.1,0.4,0,1,False
37,1774292293.79,148.18,148.08,5.61,0.51,2.17,drive,0.1,0.2,0,1,False
38,1774292295.86,146.88,146.88,-1.4,0.8,-0.55,drive,0.1,-0.1,0,1,False
39,1774292298.31,145.04,145.04,-0.08,1.09,-0.03,drive,0.1,0,0,1,False
40,1774292300.51,142.21,142.2,1.02,1.38,0.41,drive,0.1,0.2,0,1,False
41,1774292302.57,138.99,138.74,-8.22,1.65,-3.39,drive,0.1,-0.3,0,1,False
42,1774292304.63,135.49,135.45,3.52,1.9,1.49,drive,0.1,0.2,0,1,False
43,1774292306.66,131.45,131.43,-2.09,2.16,-0.91,drive,0.1,-0.1,0,1,False
44,1774292308.73,126.89,126.89,0.0,2.43,0.0,drive,0.1,0,0,1,False
45,1774292310.76,121.74,121.72,2.11,2.69,0.99,drive,0.1,0.1,0,1,False
46,1774292312.99,116.1,115.99,-5.24,2.95,-2.59,drive,0.1,-0.3,0,1,False
47,1774292315.05,109.46,108.56,13.99,3.16,7.34,brake,0,0,30,1,False
48,1774292317.46,104.37,102.03,21.97,0.16,12.15,drive,0.1,0.2,0,1,False
49,1774292319.81,104.13,101.95,21.2,0.32,11.75,drive,0.1,0.2,0,1,False
50,1774292321.83,103.21,101.5,18.75,0.61,10.47,drive,0.1,0.2,0,1,False
51,1774292324.08,101.85,100.8,14.54,0.9,8.21,drive,0.2,0.2,0,1,False
52,1774292326.24,99.56,99.21,8.37,1.44,4.82,drive,0.3,0.2,0,1,False
53,1774292328.55,96.05,96.05,-0.93,2.21,-0.55,drive,0.2,-0.1,0,1,False
54,1774292330.67,90.48,90.48,1.09,2.8,0.69,drive,0.2,0.1,0,1,False
