step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774361770.3,249.92,186.37,166.52,0.0,41.78,drive,0.5,0.4,0,1.0,False
1,1774361772.35,249.41,191.85,159.36,1.3,39.71,drive,0.6,0.4,0,1.0,False
2,1774361775.25,246.28,216.63,117.16,2.92,28.41,drive,0.5,0.3,0,1.0,False
3,1774361777.37,237.2,232.84,45.3,4.32,11.01,brake,0,0,50,1.0,False
4,1774361779.54,229.48,227.97,26.22,0.44,6.56,drive,0.3,0.2,0,1.0,False
5,1774361782.04,228.58,227.53,21.84,1.06,5.48,drive,0.2,0.2,0,1.0,False
6,1774361784.46,225.43,225.37,5.04,1.71,1.28,drive,0.1,0.1,0,1.0,False
7,1774361786.86,221.05,220.85,-9.28,2.05,-2.4,drive,0.1,-0.2,0,1.0,False
8,1774361789.18,215.88,215.65,9.91,2.36,2.63,drive,0.1,0.2,0,1.0,False
9,1774361791.38,210.23,210.08,-7.86,2.65,-2.14,drive,0.1,-0.2,0,1.0,False
10,1774361793.7,204.22,203.9,11.43,2.93,3.21,drive,0.1,0.3,0,1.0,False
11,1774361795.91,197.28,196.1,-21.53,3.19,-6.27,brake,0,0,30,1.0,False
12,1774361798.27,191.22,189.88,-22.61,1.18,-6.79,drive,0.1,-0.7,0,1.0,False
13,1774361800.43,185.93,181.41,40.72,3.39,12.65,brake,0,0,30,1.0,False
14,1774361802.54,179.56,153.53,93.12,1.36,31.24,drive,0.1,0.9,0,1.0,False
15,1774361804.77,176.6,169.51,49.55,2.12,16.3,drive,0.3,0.5,0,1.0,False
16,1774361806.8,169.34,159.25,-57.58,4.92,-19.88,brake,0,0,50,1.0,False
17,1774361809.22,159.9,133.82,-87.52,3.24,-33.19,brake,0,0,40,1.0,False
18,1774361811.59,155.25,131.38,-82.72,0.13,-32.2,drive,0.1,-0.5,0,1.0,False
19,1774361813.81,155.4,131.23,-83.22,0.15,-32.38,drive,0.1,-0.5,0,1.0,False
20,1774361816.41,154.96,133.64,-78.44,0.43,-30.41,drive,0.2,-0.5,0,1.0,False
21,1774361818.56,153.74,138.45,-66.84,0.95,-25.77,drive,0.3,-0.5,0,1.0,False
22,1774361820.89,151.37,145.68,-41.12,1.74,-15.76,drive,0.4,-0.5,0,1.0,False
23,1774361823.18,146.9,146.9,-0.14,2.69,-0.05,drive,0.5,-0.1,0,1.0,False
24,1774361825.29,139.94,137.24,27.36,3.97,11.28,brake,0,0,50,1.0,False
25,1774361827.6,133.1,130.06,28.28,0.16,12.27,drive,0.2,0.2,0,1.0,False
26,1774361829.71,132.83,130.17,26.42,0.56,11.47,drive,0.2,0.2,0,1.0,False
27,1774361831.92,131.34,129.65,20.98,1.13,9.19,drive,0.3,0.2,0,1.0,False
28,1774361834.42,128.44,127.98,10.85,1.93,4.84,drive,0.4,0.2,0,1.0,False
29,1774361836.88,123.0,122.9,-5.05,2.96,-2.35,drive,0.3,-0.2,0,1.0,False
30,1774361839.15,115.06,114.78,8.0,3.77,3.99,brake,0,0,50,1.0,False
31,1774361841.42,108.19,107.42,12.88,0.04,6.84,drive,0.1,0.7,0,1.0,False
32,1774361843.7,108.45,107.59,13.65,0.1,7.23,drive,0.1,0.7,0,1.0,False
33,1774361845.81,108.08,107.64,9.73,0.36,5.16,drive,0.1,0.5,0,1.0,False
