step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774275322.92,168.89,-16.45,168.09,0.01,95.59,drive,0.2,1,0,0.5,False
1,1774275324.97,168.9,-7.07,168.75,0.58,92.4,drive,0.2,1,0,0.5,False
2,1774275327.07,168.75,27.43,166.51,1.12,80.65,drive,0.3,1,0,1.0,False
3,1774275329.12,167.82,82.6,146.08,1.84,60.52,drive,0.4,1,0,1.0,False
4,1774275331.21,164.88,141.55,84.54,2.71,30.85,drive,0.5,1,0,1.0,False
5,1774275333.33,158.7,157.72,-17.61,3.78,-6.37,brake,0,0,20,0.5,False
6,1774275335.65,152.31,139.69,-60.69,1.65,-23.48,drive,0.3,-0.5,0,1.0,False
7,1774275337.83,148.41,145.46,-29.44,2.38,-11.44,drive,0.4,-0.2,0,1.0,False
8,1774275339.87,142.6,142.59,1.18,3.44,0.48,brake,0,0,20,0.5,False
9,1774275342.05,136.74,136.67,4.49,1.29,1.88,drive,0.3,0.2,0,1.0,False
10,1774275344.09,132.83,132.48,-9.7,3.27,-4.19,brake,0,0,20,0.5,False
11,1774275346.29,124.67,123.83,-14.44,3.85,-6.65,brake,0,0,30,0.5,False
12,1774275348.71,114.69,113.42,-17.04,3.72,-8.54,brake,0,0,30,0.5,False
13,1774275351.13,104.77,103.57,-15.83,2.16,-8.69,drive,0.2,-0.2,0,1.0,False
14,1774275353.56,99.39,99.33,-3.28,2.64,-1.89,drive,0.3,-0.2,0,1.0,False
15,1774275355.61,92.6,91.76,12.45,3.41,7.73,brake,0,0,20,0.5,False
16,1774275357.63,86.85,85.52,15.18,1.24,10.07,drive,0.2,0.2,0,1.0,False
17,1774275359.67,84.11,83.6,9.22,1.78,6.29,drive,0.3,0.2,0,1.0,False
18,1774275361.79,80.08,80.08,-0.05,2.59,-0.04,drive,0.4,0.0,0,1.0,False
19,1774275363.85,74.01,73.99,-1.77,3.64,-1.37,brake,0,0,10,0.5,False
20,1774275366.07,67.02,66.99,-1.82,2.53,-1.56,drive,0.3,-0.2,0,1.0,False
21,1774275368.12,61.0,60.59,7.08,3.31,6.67,brake,0,0,10,0.5,False
22,1774275370.52,54.94,54.26,8.61,2.17,9.01,drive,0.4,0.2,0,1.0,False
23,1774275373.23,49.28,49.21,2.62,3.19,3.05,brake,0,0,10,0.5,False
24,1774275375.4,41.18,41.16,1.29,2.1,1.79,drive,0.3,0.2,0,1.0,False
25,1774275377.53,36.21,36.08,-3.05,2.88,-4.82,drive,0.2,-0.2,0,1.0,False
26,1774275379.8,29.73,29.71,1.12,3.42,2.16,brake,0,0,10,0.5,False
27,1774275383.03,22.69,22.62,1.83,2.26,4.63,drive,0.3,0.2,0,1.0,False
28,1774275385.09,15.04,15.04,-0.19,3.03,-0.73,brake,0,0,20,1.0,False
29,1774275387.17,10.04,10.02,-0.55,0.86,-3.12,drive,0.1,-0.3,0,1.0,False
30,1774275389.27,8.13,8.13,0.13,1.12,0.9,drive,0.1,0.1,0,1.0,False
31,1774275391.42,5.62,5.62,0.02,1.4,0.22,drive,0.1,0.1,0,1.0,False
