step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774272222.32,279.86,68.86,-271.25,0.02,-75.76,drive,0.2,-1,0,0.5,False
1,1774272225.09,279.6,97.76,-261.95,0.62,-69.53,drive,0.2,-0.7,0,0.5,False
2,1774272227.85,278.55,145.17,-237.73,1.2,-58.59,drive,0.3,-0.6,0,1.0,False
3,1774272230.62,275.99,202.98,-187.01,2.02,-42.66,drive,0.4,-0.5,0,1.0,False
4,1774272233.45,270.53,249.4,-104.82,3.06,-22.8,brake,0,0,20,0.5,False
5,1774272236.35,264.84,242.94,-105.45,0.84,-23.46,drive,0.2,-0.3,0,1.0,False
6,1774272239.14,261.93,249.09,-81.01,1.43,-18.02,drive,0.3,-0.2,0,1.0,False
7,1774272241.87,257.22,251.28,-54.96,2.28,-12.34,drive,0.4,-0.1,0,1.0,False
8,1774272244.58,249.97,247.39,-35.76,3.36,-8.22,brake,0,0,10,0.5,False
9,1774272247.31,242.31,239.65,-35.85,2.17,-8.51,drive,0.3,-0.1,0,1.0,False
10,1774272250.01,234.48,233.61,-20.25,4.63,-4.95,brake,0,0,20,0.5,False
11,1774272252.57,219.69,218.43,-23.56,5.98,-6.16,brake,0,0,30,0.5,False
12,1774272255.54,205.26,204.06,-22.13,4.12,-6.19,brake,0,0,15.0,1.0,True
13,1774272258.47,194.81,193.56,-21.99,2.39,-6.48,drive,0.2,-0.3,0,1.0,False
14,1774272261.47,187.6,186.29,22.14,2.9,6.78,drive,0.2,0.3,0,1.0,False
15,1774272264.3,178.46,176.46,-26.63,3.37,-8.58,brake,0,0,20,1.0,False
16,1774272267.08,171.49,169.46,-26.34,1.14,-8.83,drive,0.2,-0.3,0,1.0,False
17,1774272269.83,167.8,167.71,-5.28,1.7,-1.8,drive,0.3,-0.2,0,1.0,False
18,1774272272.55,162.25,161.61,14.35,2.52,5.07,drive,0.2,0.2,0,1.0,False
19,1774272275.14,154.92,154.54,-10.85,3.03,-4.02,brake,0,0,10,0.5,False
20,1774272277.89,148.34,147.94,-10.85,1.84,-4.19,drive,0.3,-0.2,0,1.0,False
21,1774272280.66,142.42,142.2,7.83,2.67,3.15,drive,0.3,0.2,0,1.0,False
22,1774272283.31,134.35,133.36,-16.24,3.45,-6.94,brake,0,0,20,0.5,False
23,1774272286.68,127.7,126.67,-16.23,1.2,-7.3,drive,0.2,-0.7,0,1.0,False
24,1774272289.41,123.17,121.0,22.99,1.69,10.76,drive,0.2,0.5,0,1.0,False
25,1774272292.32,117.96,117.56,-9.78,2.17,-4.76,drive,0.3,-0.4,0,1.0,False
26,1774272295.18,110.91,108.3,23.91,2.93,12.45,drive,0.2,0.6,0,1.0,False
27,1774272297.85,102.41,97.52,-31.27,3.3,-17.78,brake,0,0,20,0.5,False
28,1774272300.77,96.36,91.28,-30.86,1.07,-18.68,drive,0.2,-0.9,0,1.0,False
29,1774272303.66,92.81,92.75,3.26,1.52,2.01,drive,0.3,0.1,0,1.0,False
30,1774272306.51,87.42,87.41,-1.38,2.36,-0.91,drive,0.4,-0.1,0,1.0,False
31,1774272309.25,79.59,79.41,5.29,3.45,3.81,brake,0,0,10,0.1,False
32,1774272312.0,71.75,71.56,5.28,2.29,4.22,drive,0.3,0.2,0,1.0,False
33,1774272315.35,64.48,64.26,-5.24,3.12,-4.66,brake,0,0,10,0.1,False
34,1774272318.15,55.46,55.21,-5.21,1.94,-5.39,drive,0.4,-0.2,0,1.0,False
35,1774272321.17,48.92,48.87,2.04,3.05,2.39,brake,0,0,10,0.1,False
36,1774272324.03,41.06,41.01,2.02,1.87,2.82,drive,0.4,0.2,0,1.0,False
37,1774272326.94,34.55,34.42,-3.07,2.98,-5.09,drive,0.3,-0.2,0,1.0,False
38,1774272329.61,25.07,24.94,2.56,3.76,5.85,brake,0,0,20,0.1,False
39,1774272333.0,17.64,17.45,2.61,1.53,8.5,drive,0.2,0.3,0,1.0,False
40,1774272336.4,11.78,11.77,0.42,2.09,2.05,drive,0.2,0.2,0,1.0,False
41,1774272339.8,4.13,4.1,-0.5,2.63,-6.94,drive,0.1,-0.7,0,0.5,False
42,1774272343.39,4.64,-4.3,-1.75,2.73,-157.92,drive,0.2,-1.0,0,0.5,False
43,1774272347.03,13.76,-10.07,-9.37,2.98,-137.06,drive,0.2,-1.0,0,0.5,False
44,1774272350.41,21.9,-9.18,-19.89,3.19,-114.78,brake,0,0,15.0,1.0,True
45,1774272353.47,26.68,-17.66,-20.0,1.46,-131.44,drive,0.2,-1.0,0,0.5,False
