step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774276025.12,262.36,-8.53,-262.22,0.02,-91.86,drive,0.2,-1,0,0.5,False
1,1774276027.41,262.34,4.03,-262.31,0.57,-89.12,drive,0.2,-1,0,0.5,False
2,1774276029.56,262.11,52.55,-256.79,1.08,-78.44,drive,0.2,-0.8,0,1.0,False
3,1774276031.89,261.1,128.97,-227.03,1.57,-60.4,drive,0.3,-0.6,0,1.0,False
4,1774276034.28,258.41,198.83,-165.06,2.3,-39.7,drive,0.4,-0.4,0,1.0,False
5,1774276036.4,253.12,238.15,-85.74,3.28,-19.8,brake,0,0,20,0.5,False
6,1774276038.56,247.07,239.5,-60.7,1.3,-14.22,drive,0.3,-0.2,0,1.0,False
7,1774276040.78,244.21,239.97,-45.31,1.95,-10.69,drive,0.3,-0.1,0,1.0,False
8,1774276043.72,239.36,237.91,-26.31,2.78,-6.31,drive,0.4,-0.1,0,1.0,False
9,1774276045.9,230.69,230.6,-6.34,3.75,-1.57,brake,0,0,10,0.5,False
10,1774276048.16,221.82,221.82,-0.58,4.39,-0.15,brake,0,0,20,0.5,False
11,1774276050.32,209.51,209.51,0.39,5.31,0.11,brake,0,0,30,0.5,False
12,1774276052.56,196.96,196.96,-1.22,3.95,-0.36,brake,0,0,15.0,1.0,True
13,1774276054.91,189.25,189.25,-1.2,2.16,-0.36,drive,0.2,-0.4,0,1.0,False
14,1774276057.01,184.19,181.27,32.71,2.53,10.23,drive,0.2,0.2,0,1.0,False
15,1774276059.17,178.7,176.55,27.66,3.06,8.91,brake,0,0,15.0,1.0,True
16,1774276061.33,172.8,171.66,19.87,1.49,6.6,drive,0.3,0.2,0,1.0,False
17,1774276063.42,169.43,169.26,7.52,2.15,2.54,drive,0.4,0.2,0,1.0,False
18,1774276065.4,164.28,163.47,-16.24,3.2,-5.67,brake,0,0,20,1.0,False
19,1774276067.62,158.7,156.85,-24.14,1.19,-8.75,drive,0.2,-0.8,0,1.0,False
20,1774276069.69,156.01,155.83,7.52,1.55,2.76,drive,0.3,0.2,0,1.0,False
21,1774276072.29,152.46,151.32,18.59,2.33,7.0,drive,0.2,0.7,0,1.0,False
22,1774276074.78,146.03,142.08,-33.73,2.75,-13.35,drive,0.2,-0.7,0,1.0,False
23,1774276077.01,139.41,138.77,-13.36,3.1,-5.5,brake,0,0,10,0.1,False
24,1774276079.66,132.99,131.31,21.07,2.06,9.12,drive,0.2,0.5,0,1.0,False
25,1774276081.87,127.49,127.26,-7.71,2.44,-3.47,drive,0.3,-0.3,0,1.0,False
26,1774276084.05,121.82,121.81,1.0,3.17,0.47,brake,0,0,20,0.5,False
27,1774276086.67,115.69,115.25,10.16,1.17,5.04,drive,0.2,0.5,0,1.0,False
28,1774276088.84,112.74,112.68,-3.7,1.52,-1.88,drive,0.2,-0.2,0,1.0,False
29,1774276091.44,109.06,109.01,-3.25,2.09,-1.71,drive,0.3,-0.2,0,1.0,False
30,1774276093.76,103.16,102.6,10.79,2.87,6.0,drive,0.2,0.3,0,1.0,False
31,1774276095.91,96.16,96.05,-4.73,3.4,-2.82,brake,0,0,10,0.1,False
32,1774276098.15,89.39,88.58,-11.99,2.33,-7.71,drive,0.2,-0.5,0,1.0,False
33,1774276100.28,84.16,83.69,8.88,2.68,6.05,drive,0.2,0.3,0,1.0,False
34,1774276102.38,78.22,78.09,4.46,3.18,3.27,brake,0,0,10,0.1,False
35,1774276105.13,71.95,71.95,-1.14,2.1,-0.91,drive,0.2,-0.1,0,1.0,False
36,1774276107.24,66.11,66.07,2.27,2.56,1.97,drive,0.2,0.1,0,1.0,False
37,1774276109.32,60.33,60.33,-0.62,3.12,-0.59,brake,0,0,10,0.1,False
38,1774276111.46,54.31,54.28,-1.76,2.04,-1.86,drive,0.2,-0.2,0,1.0,False
39,1774276113.73,49.8,49.7,3.23,2.5,3.72,drive,0.2,0.2,0,1.0,False
40,1774276115.84,43.85,43.84,-0.53,3.03,-0.69,brake,0,0,10,0.1,False
41,1774276118.01,37.85,37.78,-2.36,1.94,-3.58,drive,0.2,-0.4,0,1.0,False
42,1774276120.3,33.54,33.33,3.78,2.37,6.46,drive,0.2,0.6,0,1.0,False
43,1774276122.37,27.95,27.85,-2.36,2.78,-4.84,drive,0.2,-0.5,0,1.0,False
44,1774276124.38,22.08,22.08,-0.06,3.21,-0.15,brake,0,0,20,0.5,False
45,1774276126.7,16.56,16.26,3.16,1.15,10.99,drive,0.2,0.5,0,1.0,False
46,1774276129.07,13.94,13.88,1.31,1.53,5.38,drive,0.2,0.3,0,1.0,False
47,1774276131.34,9.94,9.9,-0.94,2.08,-5.42,drive,0.1,-0.3,0,1.0,False
48,1774276133.34,5.09,5.07,-0.46,2.35,-5.18,brake,0,0,30,1.0,False
