step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774276972.77,267.59,-14.47,267.2,0.02,93.1,drive,0.2,1,0,0.5,False
1,1774276975.16,267.57,5.73,267.51,0.6,88.77,drive,0.2,1,0,1.0,False
2,1774276978.06,267.31,64.32,259.45,1.14,76.08,drive,0.15,1,0,0.5,False
3,1774276980.56,265.96,149.09,220.25,1.5,55.91,drive,0.15,1,0,0.5,False
4,1774276982.9,263.25,225.39,136.01,1.8,31.11,drive,0.2,1,0,1.0,False
5,1774276985.15,259.04,259.03,1.5,2.19,0.33,drive,0.2,0.1,0,1.0,False
6,1774276987.75,253.73,248.99,-48.79,2.76,-11.09,drive,0.15,-0.5,0,1.0,False
7,1774276990.0,246.42,241.8,47.52,3.06,11.12,brake,0,0,10,0.1,False
8,1774276993.02,240.57,233.77,56.79,1.9,13.66,drive,0.2,0.5,0,1.0,False
9,1774276995.54,234.62,234.42,-9.72,2.44,-2.38,drive,0.3,-0.1,0,1.0,False
10,1774276997.78,224.44,224.32,7.28,6.24,1.86,brake,0,0,20,0.1,False
11,1774277000.08,208.59,208.44,7.88,7.0,2.17,brake,0,0,30,0.1,False
12,1774277002.66,194.52,194.31,9.03,3.83,2.66,brake,0,0,15.0,1.0,True
13,1774277005.13,186.08,185.86,8.94,2.11,2.75,drive,0.2,0.3,0,1.0,False
14,1774277007.7,180.46,178.6,-25.79,2.64,-8.22,drive,0.2,-0.8,0,1.0,False
15,1774277010.52,173.63,161.95,62.62,2.94,21.14,drive,0.15,0.8,0,0.5,False
16,1774277012.72,166.09,166.07,-2.45,3.08,-0.85,brake,0,0,10,0.5,False
17,1774277015.09,160.16,157.92,-26.7,1.91,-9.6,drive,0.2,-0.6,0,1.0,False
18,1774277017.67,155.36,152.93,27.37,2.38,10.15,drive,0.2,0.6,0,1.0,False
19,1774277020.09,149.06,146.79,-25.88,2.81,-10.0,drive,0.2,-0.6,0,1.0,False
20,1774277022.29,142.21,138.51,32.23,3.2,13.1,brake,0,0,10,0.5,False
21,1774277024.98,136.28,129.58,42.21,2.03,18.04,drive,0.2,0.8,0,1.0,False
22,1774277027.4,130.75,129.85,-15.29,2.41,-6.72,drive,0.2,-0.3,0,1.0,False
23,1774277029.97,124.65,124.65,-0.43,2.93,-0.2,drive,0.3,-0.1,0,1.0,False
24,1774277032.25,116.66,116.03,12.06,3.72,5.93,brake,0,0,20,0.5,False
25,1774277034.79,109.73,108.95,13.09,1.48,6.85,drive,0.2,0.3,0,1.0,False
26,1774277037.57,105.57,105.54,-2.49,2.05,-1.35,drive,0.2,-0.1,0,1.0,False
27,1774277040.86,99.57,99.53,2.82,2.59,1.62,drive,0.2,0.1,0,1.0,False
28,1774277043.18,90.72,90.63,-4.04,3.12,-2.55,brake,0,0,10,0.5,False
29,1774277046.35,84.28,84.16,-4.46,1.95,-3.04,drive,0.2,-0.2,0,1.0,False
30,1774277048.75,77.78,77.6,5.26,2.49,3.88,drive,0.2,0.4,0,1.0,False
31,1774277052.12,71.53,69.87,-15.32,2.97,-12.36,drive,0.15,-1.0,0,0.5,False
32,1774277054.54,61.74,58.56,19.57,3.04,18.48,brake,0,0,10,0.5,False
33,1774277057.02,56.12,47.41,30.03,1.88,32.35,drive,0.2,1.0,0,0.5,False
34,1774277059.44,51.82,51.14,8.41,2.23,9.34,drive,0.3,0.2,0,1.0,False
35,1774277061.81,45.89,45.61,-5.06,3.05,-6.34,brake,0,0,10,0.5,False
36,1774277064.41,39.52,39.13,-5.51,1.87,-8.01,drive,0.2,-0.3,0,1.0,False
37,1774277066.78,34.28,34.27,0.83,2.41,1.39,drive,0.3,0.1,0,1.0,False
38,1774277069.15,28.06,28.04,-1.08,3.22,-2.2,brake,0,0,20,0.5,False
39,1774277071.57,21.99,21.96,-1.08,0.98,-2.81,drive,0.1,-0.2,0,1.0,False
40,1774277073.97,19.41,19.4,0.17,1.28,0.51,drive,0.2,0.1,0,1.0,False
41,1774277076.42,15.95,15.94,-0.48,1.85,-1.72,drive,0.2,-0.2,0,1.0,False
42,1774277078.77,11.03,10.99,0.94,2.4,4.9,drive,0.2,0.2,0,1.0,False
43,1774277082.06,5.05,5.05,0.02,2.92,0.2,brake,0,0,30,1.0,False
