step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774273923.77,116.35,17.73,-114.99,0.02,-81.24,drive,0.2,-1,0,0.5,False
1,1774273925.98,116.26,23.06,-113.95,0.57,-78.56,drive,0.2,-1,0,0.5,False
2,1774273928.13,115.75,44.09,-107.02,1.09,-67.61,drive,0.3,-0.7,0,1.0,False
3,1774273930.71,114.26,72.56,-88.27,1.83,-50.58,drive,0.4,-0.5,0,1.0,False
4,1774273932.87,110.14,94.34,-56.84,2.85,-31.07,drive,0.5,-0.3,0,1.0,False
5,1774273934.95,103.83,100.97,-24.22,4.06,-13.49,brake,0,0,20,0.5,False
6,1774273937.03,96.1,94.87,-15.35,2.11,-9.19,drive,0.4,-0.2,0,1.0,False
7,1774273939.15,91.45,91.25,-5.91,2.99,-3.7,drive,0.5,-0.1,0,1.0,False
8,1774273941.15,84.36,84.26,4.12,4.23,2.8,brake,0,0,20,0.5,False
9,1774273943.37,76.23,75.97,6.28,3.23,4.72,brake,0,0,15.0,1.0,True
10,1774273945.82,66.63,66.31,6.56,4.58,5.65,brake,0,0,20,0.5,False
11,1774273947.87,52.63,52.22,6.57,5.44,7.17,brake,0,0,25,0.5,False
12,1774273950.21,42.98,42.57,5.93,2.72,7.93,drive,0.2,0.2,0,1.0,False
13,1774273952.43,36.73,36.71,1.37,3.09,2.14,brake,0,0,15.0,1.0,True
14,1774273954.81,30.57,30.57,-0.16,1.5,-0.29,drive,0.3,-0.1,0,1.0,False
15,1774273957.06,26.8,26.78,0.91,2.19,1.95,drive,0.2,0.2,0,1.0,False
16,1774273959.32,21.51,21.47,-1.27,2.75,-3.38,drive,0.2,-0.3,0,1.0,False
17,1774273961.52,14.95,14.9,1.21,3.25,4.65,brake,0,0,20,1.0,False
18,1774273963.8,8.96,8.7,2.11,1.25,13.62,drive,0.1,0.5,0,1.0,False
19,1774273966.12,6.28,6.17,1.15,1.38,10.53,drive,0.1,0.5,0,1.0,False
