step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774270348.67,198.08,178.45,-85.97,0.02,-25.72,drive,0.2,-0.3,0,1.0,False
1,1774270350.83,197.75,179.54,-82.88,0.61,-24.78,drive,0.3,-0.3,0,1.0,False
2,1774270353.55,196.05,183.59,-68.8,1.48,-20.54,drive,0.4,-0.2,0,1.0,False
3,1774270355.8,191.53,185.56,-47.45,2.59,-14.34,drive,0.5,-0.2,0,1.0,False
4,1774270357.9,185.05,184.27,-16.97,3.86,-5.26,brake,0,0,20,0.5,False
5,1774270360.19,177.51,177.35,-7.54,1.97,-2.44,drive,0.3,-0.2,0,1.0,False
6,1774270362.54,172.88,172.64,9.0,2.63,2.98,drive,0.4,0.2,0,1.0,False
7,1774270364.65,166.03,165.86,-7.67,3.66,-2.65,brake,0,0,20,0.5,False
8,1774270366.82,158.99,158.16,-16.25,1.71,-5.87,drive,0.3,-0.5,0,1.0,False
9,1774270369.27,155.19,154.59,13.57,2.32,5.02,drive,0.4,0.3,0,1.0,False
10,1774270371.53,148.89,148.86,3.02,3.35,1.16,brake,0,0,10,0.5,False
11,1774270373.78,141.58,141.35,-8.02,2.38,-3.25,drive,0.3,-0.3,0,1.0,False
12,1774270375.92,136.0,135.12,15.44,3.06,6.52,brake,0,0,10,0.5,False
13,1774270378.07,129.9,127.66,24.02,2.05,10.66,drive,0.2,0.5,0,1.0,False
14,1774270380.37,125.42,125.3,-5.33,2.46,-2.43,drive,0.3,-0.2,0,1.0,False
15,1774270382.64,119.34,119.31,-2.73,3.25,-1.31,brake,0,0,10,0.5,False
16,1774270384.89,112.28,112.27,-1.13,2.44,-0.58,drive,0.3,-0.1,0,1.0,False
17,1774270387.11,105.32,105.25,3.95,4.3,2.15,brake,0,0,20,0.5,False
18,1774270389.41,94.96,94.92,2.73,3.77,1.65,brake,0,0,15.0,1.0,True
19,1774270391.86,85.53,85.53,0.03,3.55,0.02,brake,0,0,15.0,1.0,True
20,1774270394.56,75.95,75.92,-2.22,3.36,-1.68,brake,0,0,15.0,1.0,True
21,1774270396.56,65.77,65.63,-4.23,3.2,-3.68,brake,0,0,15.0,1.0,False
22,1774270398.88,59.23,58.93,-6.02,2.52,-5.83,drive,0.2,-0.2,0,1.0,False
23,1774270401.07,52.75,52.73,1.69,3.36,1.84,brake,0,0,15.0,1.0,False
24,1774270403.27,46.22,46.05,3.99,1.78,4.96,drive,0.3,0.2,0,1.0,False
25,1774270405.47,42.08,42.08,0.09,2.48,0.13,drive,0.4,0.1,0,1.0,False
26,1774270407.59,36.02,35.84,-3.65,3.51,-5.81,brake,0,0,20,1.0,False
27,1774270409.81,29.43,29.11,-4.37,1.49,-8.53,drive,0.3,-0.5,0,1.0,False
28,1774270411.99,26.12,26.12,-0.13,2.08,-0.29,drive,0.4,-0.1,0,1.0,False
29,1774270414.09,20.99,20.73,3.35,3.13,9.17,brake,0,0,20,1.0,False
30,1774270416.4,15.22,14.74,3.78,1.11,14.38,drive,0.2,0.5,0,1.0,False
31,1774270418.72,12.66,12.49,2.07,1.55,9.4,drive,0.2,0.3,0,1.0,False
32,1774270423.61,8.76,8.76,0.08,2.09,0.54,brake,0,0,30,1.0,False
