step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774275202.19,282.13,-274.31,-65.97,0.01,-166.48,drive,0.2,-1,0,0.5,False
1,1774275204.12,282.45,-270.98,-79.69,0.57,-163.61,drive,0.2,-1,0,0.5,False
2,1774275206.04,283.75,-251.12,-132.1,1.09,-152.25,drive,0.2,-1,0,0.5,False
3,1774275208.74,285.6,-195.37,-208.32,1.55,-133.16,drive,0.2,-1,0,0.5,False
4,1774275210.74,287.88,-86.51,-274.57,1.95,-107.49,drive,0.2,-1,0,0.5,False
5,1774275213.15,287.96,70.06,-279.31,2.29,-75.92,drive,0.2,-0.8,0,1.0,False
6,1774275215.06,284.98,213.65,-188.59,2.61,-41.44,drive,0.3,-0.4,0,1.0,False
7,1774275217.2,280.12,271.77,-67.88,3.31,-14.02,brake,0,0,10,0.1,False
8,1774275219.23,273.64,270.29,-42.7,2.18,-8.98,drive,0.2,-0.2,0,1.0,False
9,1774275221.17,269.09,268.76,-13.28,2.62,-2.83,drive,0.3,-0.1,0,1.0,False
10,1774275223.29,263.61,263.26,13.53,3.37,2.94,brake,0,0,10,0.1,False
11,1774275225.52,257.06,256.47,17.44,2.22,3.89,drive,0.2,0.2,0,1.0,False
12,1774275227.93,251.94,251.68,-11.36,2.67,-2.58,drive,0.3,-0.2,0,1.0,False
13,1774275229.83,245.19,244.68,15.92,3.38,3.72,brake,0,0,10,0.1,False
14,1774275231.93,239.37,238.16,24.07,2.24,5.77,drive,0.2,0.2,0,1.0,False
15,1774275234.15,234.57,234.56,-2.07,2.68,-0.51,drive,0.3,-0.1,0,1.0,False
16,1774275236.07,228.13,228.04,6.52,3.66,1.64,brake,0,0,10,0.1,False
17,1774275238.07,220.41,220.23,8.97,3.84,2.33,brake,0,0,10,0.1,False
18,1774275240.01,212.13,211.96,8.54,4.01,2.31,brake,0,0,10,0.1,False
19,1774275242.05,203.66,203.5,8.11,4.15,2.28,brake,0,0,10,0.1,False
20,1774275243.91,194.45,194.3,7.7,4.35,2.27,brake,0,0,10,0.1,False
21,1774275245.84,185.97,185.82,7.3,4.41,2.25,brake,0,0,10,0.1,False
22,1774275247.72,176.81,176.68,6.92,4.53,2.24,brake,0,0,10,0.1,False
23,1774275249.64,168.29,168.14,7.32,3.72,2.49,brake,0,0,10,0.1,False
24,1774275252.96,161.84,161.68,7.28,2.54,2.58,drive,0.2,0.2,0,1.0,False
25,1774275255.36,153.27,152.72,-12.91,3.01,-4.83,brake,0,0,15.0,1.0,True
26,1774275257.67,146.93,145.9,-17.38,1.35,-6.79,drive,0.2,-0.3,0,1.0,False
27,1774275260.68,143.64,143.63,-1.72,1.85,-0.69,drive,0.3,-0.1,0,1.0,False
28,1774275262.67,137.66,137.3,9.89,2.64,4.12,drive,0.2,0.2,0,1.0,False
29,1774275264.71,132.02,131.84,-6.86,3.2,-2.98,brake,0,0,10,0.5,False
30,1774275266.74,126.1,125.6,-11.18,2.07,-5.09,drive,0.2,-0.3,0,1.0,False
31,1774275268.83,121.68,121.39,8.46,2.55,3.99,drive,0.2,0.2,0,1.0,False
32,1774275270.78,116.15,116.14,-1.74,3.07,-0.86,brake,0,0,10,0.5,False
33,1774275273.5,110.64,110.49,-5.65,1.96,-2.93,drive,0.3,-0.3,0,1.0,False
34,1774275275.88,105.02,104.44,11.05,2.69,6.04,drive,0.2,0.3,0,1.0,False
35,1774275277.82,98.32,98.2,-4.7,3.22,-2.74,brake,0,0,10,0.5,False
36,1774275279.97,92.68,92.15,-9.91,2.09,-6.14,drive,0.3,-0.6,0,1.0,False
37,1774275281.99,88.03,86.6,15.78,2.71,10.33,drive,0.2,0.5,0,1.0,False
38,1774275283.89,82.36,82.35,1.32,3.19,0.92,brake,0,0,10,0.5,False
39,1774275285.89,76.93,76.49,-8.19,2.08,-6.11,drive,0.3,-0.6,0,1.0,False
40,1774275287.84,72.5,71.24,13.49,2.71,10.73,drive,0.2,0.5,0,1.0,False
41,1774275289.82,67.07,67.06,0.93,3.18,0.79,brake,0,0,10,0.5,False
42,1774275291.94,61.42,61.05,-6.66,2.06,-6.22,drive,0.3,-0.6,0,1.0,False
43,1774275293.98,56.83,55.96,9.91,2.68,10.05,drive,0.2,0.5,0,1.0,False
44,1774275295.95,51.23,51.21,1.3,3.16,1.45,brake,0,0,10,0.5,False
45,1774275298.15,45.56,45.3,-4.81,2.04,-6.06,drive,0.3,-0.5,0,1.0,False
46,1774275300.18,40.81,40.4,5.77,2.72,8.13,drive,0.2,0.5,0,1.0,False
47,1774275302.22,35.08,35.01,-2.08,3.18,-3.4,brake,0,0,10,0.5,False
48,1774275304.25,29.3,28.67,-6.05,2.06,-11.92,drive,0.3,-1.0,0,0.5,False
49,1774275306.34,24.98,24.74,3.46,2.54,7.97,drive,0.2,0.5,0,1.0,False
50,1774275309.01,19.67,19.25,4.07,3.05,11.94,brake,0,0,10,0.5,False
51,1774275311.24,12.19,12.02,2.02,1.92,9.53,drive,0.2,0.5,0,1.0,False
52,1774275313.29,7.72,7.71,-0.13,2.37,-0.95,drive,0.1,-0.1,0,1.0,False
