step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774276667.64,249.85,186.02,166.79,0.01,41.88,drive,0.2,0.4,0,1.0,False
1,1774276669.86,249.53,190.21,161.51,0.63,40.34,drive,0.2,0.4,0,1.0,False
2,1774276672.13,248.11,203.64,141.74,1.24,34.84,drive,0.3,0.3,0,1.0,False
3,1774276675.46,245.25,218.5,111.39,2.11,27.01,drive,0.4,0.3,0,1.0,False
4,1774276677.87,238.17,229.5,63.66,3.21,15.5,brake,0,0,20,0.5,False
5,1774276680.33,231.74,225.32,54.19,1.08,13.52,drive,0.2,0.2,0,1.0,False
6,1774276682.84,228.78,225.42,39.09,1.69,9.84,drive,0.3,0.2,0,1.0,False
7,1774276685.61,224.09,223.7,13.35,2.55,3.41,drive,0.4,0.1,0,1.0,False
8,1774276687.92,216.41,216.29,-6.95,3.64,-1.84,brake,0,0,10,0.5,False
9,1774276690.23,208.43,208.2,-9.86,2.56,-2.71,drive,0.3,-0.2,0,1.0,False
10,1774276692.46,202.12,201.17,19.53,3.36,5.54,brake,0,0,10,0.5,False
11,1774276695.15,195.29,193.75,24.45,2.26,7.19,drive,0.3,0.2,0,1.0,False
12,1774276697.56,188.68,188.59,5.81,3.38,1.76,brake,0,0,10,0.5,False
13,1774276703.3,178.36,178.14,8.84,4.52,2.84,brake,0,0,20,0.5,False
14,1774276705.61,140.46,140.24,7.86,5.79,3.21,brake,0,0,30,0.5,False
15,1774276708.02,128.97,128.74,7.74,2.62,3.44,drive,0.2,0.3,0,1.0,False
16,1774276710.86,122.47,121.11,-18.26,3.07,-8.58,brake,0,0,15.0,1.0,True
17,1774276713.19,114.91,112.56,-23.09,1.38,-11.59,drive,0.1,-0.5,0,1.0,False
18,1774276715.68,111.63,111.57,-3.59,1.59,-1.84,drive,0.2,-0.2,0,1.0,False
19,1774276721.53,107.44,106.84,11.28,2.13,6.03,drive,0.2,0.3,0,1.0,False
20,1774276724.04,94.82,94.76,-3.29,2.62,-1.99,drive,0.3,-0.2,0,1.0,False
21,1774276726.31,87.87,87.67,5.84,3.39,3.81,brake,0,0,20,0.5,False
22,1774276728.86,81.36,81.0,7.69,1.19,5.42,drive,0.2,0.2,0,1.0,False
23,1774276731.54,78.1,78.06,2.33,1.73,1.71,drive,0.3,0.1,0,1.0,False
24,1774276733.9,72.95,72.9,-2.62,2.55,-2.06,drive,0.2,-0.1,0,1.0,False
25,1774276736.05,66.59,66.57,1.75,3.09,1.5,brake,0,0,10,0.1,False
26,1774276738.58,60.67,60.62,2.42,1.93,2.28,drive,0.3,0.2,0,1.0,False
27,1774276741.32,55.44,55.32,-3.73,2.7,-3.85,drive,0.2,-0.2,0,1.0,False
28,1774276745.9,47.74,47.69,2.17,3.22,2.61,brake,0,0,10,0.1,False
29,1774276748.25,33.7,33.53,3.39,2.04,5.78,drive,0.3,0.2,0,1.0,False
30,1774276750.56,28.51,28.51,-0.1,2.81,-0.2,drive,0.3,-0.0,0,1.0,False
31,1774276752.76,21.45,21.45,-0.64,3.61,-1.71,brake,0,0,10,0.1,False
32,1774276755.16,14.39,14.38,-0.64,2.45,-2.56,drive,0.2,-0.2,0,1.0,False
33,1774276757.58,8.28,8.25,0.64,2.95,4.46,drive,0.1,0.4,0,1.0,False
