step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774274239.64,259.89,-229.74,121.49,0.02,152.13,drive,0.2,1,0,0.5,False
1,1774274242.01,260.18,-223.82,132.65,0.57,149.35,drive,0.2,1,0,0.5,False
2,1774274244.11,261.54,-194.28,175.09,1.1,137.97,drive,0.2,1,0,0.5,False
3,1774274246.5,263.11,-128.82,229.41,1.56,119.32,drive,0.2,1,0,0.5,False
4,1774274248.62,264.21,-16.19,263.71,1.98,93.51,drive,0.2,1,0,0.5,False
5,1774274251.17,263.18,124.93,231.64,2.33,61.66,drive,0.2,1,0,1.0,False
6,1774274253.14,258.69,234.15,109.97,2.62,25.16,drive,0.3,1,0,1.0,False
7,1774274255.81,253.25,244.99,-64.15,3.1,-14.67,brake,0,0,10,0.1,False
8,1774274258.04,246.75,199.36,-145.39,2.01,-36.1,drive,0.2,-1,0,1.0,False
9,1774274260.31,243.03,231.16,-75.04,2.2,-17.98,drive,0.3,-0.5,0,1.0,False
10,1774274262.36,237.62,231.54,53.4,2.91,12.99,drive,0.3,0.5,0,1.0,False
11,1774274266.58,231.54,231.36,9.24,3.56,2.29,brake,0,0,10,0.1,False
12,1774274269.57,217.01,215.26,-27.51,2.43,-7.28,drive,0.2,-0.5,0,1.0,False
13,1774274271.77,209.8,207.91,28.13,2.75,7.7,drive,0.2,0.5,0,1.0,False
14,1774274274.39,203.65,203.42,-9.57,3.16,-2.69,brake,0,0,10,0.1,False
15,1774274276.51,194.45,189.71,-42.66,3.62,-12.67,brake,0,0,15.0,1.0,True
16,1774274279.36,185.96,180.27,-45.65,3.74,-14.21,brake,0,0,20,1.0,False
17,1774274281.56,173.51,166.29,-49.52,3.93,-16.58,brake,0,0,25,1.0,False
18,1774274283.98,165.08,156.74,-51.8,2.55,-18.29,drive,0.2,-0.3,0,1.0,False
19,1774274285.98,157.58,156.9,-14.68,4.32,-5.34,brake,0,0,15,1.0,False
20,1774274288.55,148.83,148.82,1.28,3.23,0.49,brake,0,0,15.0,1.0,True
21,1774274290.7,141.54,141.54,1.43,1.49,0.58,drive,0.1,0.1,0,1.0,False
22,1774274293.0,138.35,138.3,-3.53,1.7,-1.46,drive,0.1,-0.1,0,1.0,False
23,1774274295.2,134.27,134.27,0.76,1.98,0.32,drive,0.2,0.3,0,1.0,False
24,1774274297.41,129.62,128.58,-16.43,2.48,-7.28,drive,0.15,-0.7,0,0.5,False
25,1774274299.64,124.06,122.33,20.66,2.72,9.59,drive,0.15,0.7,0,0.5,False
26,1774274302.08,118.16,118.11,3.32,2.93,1.61,drive,0.2,0.1,0,1.0,False
27,1774274304.24,110.85,106.23,-31.67,3.46,-16.6,brake,0,0,10,0.1,False
28,1774274306.35,104.16,98.53,-33.76,2.36,-18.91,drive,0.15,-1.0,0,0.5,False
29,1774274308.46,99.42,99.35,3.74,2.44,2.16,drive,0.2,0.2,0,1.0,False
30,1774274310.7,94.11,91.69,21.19,3.0,13.01,drive,0.15,0.5,0,0.5,False
31,1774274312.7,87.37,86.81,-9.91,3.28,-6.51,brake,0,0,10,0.1,False
32,1774274314.79,81.52,78.34,-22.54,2.19,-16.05,drive,0.2,-0.5,0,1.0,False
33,1774274317.22,76.97,76.87,-3.93,2.56,-2.92,drive,0.3,-0.2,0,1.0,False
34,1774274319.21,70.38,69.08,13.44,3.31,11.01,brake,0,0,10,0.1,False
35,1774274321.36,64.35,62.21,16.46,2.26,14.82,drive,0.2,0.5,0,1.0,False
36,1774274323.61,59.55,59.52,1.87,2.63,1.8,drive,0.3,0.2,0,1.0,False
37,1774274325.59,53.29,51.95,-11.87,3.37,-12.87,brake,0,0,10,0.1,False
38,1774274327.96,47.23,45.05,-14.16,2.31,-17.45,drive,0.2,-0.5,0,1.0,False
39,1774274330.15,41.91,41.76,-3.59,2.67,-4.91,drive,0.3,-0.2,0,1.0,False
40,1774274332.28,35.76,35.21,6.26,3.4,10.08,brake,0,0,10,0.1,False
41,1774274334.49,29.04,27.94,7.93,2.37,15.85,drive,0.2,0.5,0,1.0,False
42,1774274336.55,23.91,23.85,1.7,2.71,4.07,drive,0.3,0.2,0,1.0,False
43,1774274338.57,17.95,17.58,-3.65,3.45,-11.74,brake,0,0,20,0.1,False
44,1774274340.98,12.12,11.27,-4.46,1.4,-21.59,drive,0.2,-0.5,0,1.0,False
45,1774274343.09,9.0,8.49,-3.0,1.77,-19.5,drive,0.1,-0.5,0,1.0,False
46,1774274345.29,5.29,5.16,-1.18,1.99,-12.84,drive,0.1,-0.3,0,1.0,False
