step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774272780.4,297.43,159.58,-250.99,0.03,-57.55,drive,0.2,-1,0,0.5,False
1,1774272783.47,296.91,186.62,-230.93,0.63,-51.06,drive,0.2,-1,0,0.5,False
2,1774272786.48,295.02,238.67,-173.42,1.17,-36.0,drive,0.3,-0.5,0,1.0,False
3,1774272789.53,291.11,267.92,-113.85,2.01,-23.02,drive,0.4,-0.3,0,1.0,False
4,1774272793.02,284.03,278.57,-55.42,3.11,-11.25,brake,0,0,20,0.5,False
5,1774272796.19,276.21,270.49,-55.96,0.9,-11.69,drive,0.2,-0.2,0,1.0,False
6,1774272799.38,272.59,270.08,-36.92,1.5,-7.78,drive,0.3,-0.2,0,1.0,False
7,1774272802.78,266.77,266.66,-7.63,2.35,-1.64,drive,0.4,-0.1,0,1.0,False
8,1774272805.68,257.44,257.14,12.54,3.42,2.79,brake,0,0,10,0.5,False
9,1774272808.78,249.25,248.99,11.48,2.56,2.64,drive,0.3,0.1,0,1.0,False
10,1774272811.7,234.79,233.32,-26.25,6.86,-6.42,brake,0,0,20,0.5,False
11,1774272814.61,213.53,211.02,-32.68,6.86,-8.8,brake,0,0,30,0.5,False
12,1774272817.77,197.88,195.21,-32.43,3.64,-9.43,brake,0,0,15.0,1.0,True
13,1774272820.88,188.72,185.91,-32.41,1.92,-9.89,drive,0.2,-0.2,0,1.0,False
14,1774272823.86,182.07,181.84,-9.27,2.46,-2.92,drive,0.3,-0.2,0,1.0,False
15,1774272826.8,173.81,172.72,19.44,3.25,6.42,brake,0,0,20,1.0,False
16,1774272829.83,167.18,166.05,19.38,1.01,6.66,drive,0.2,0.2,0,1.0,False
17,1774272832.84,163.38,163.22,7.16,1.58,2.51,drive,0.3,0.2,0,1.0,False
18,1774272835.84,157.64,157.28,-10.66,2.41,-3.88,drive,0.2,-0.2,0,1.0,False
19,1774272838.78,149.8,149.24,12.92,2.92,4.95,drive,0.2,0.2,0,1.0,False
20,1774272841.54,140.69,140.03,-13.61,3.42,-5.55,brake,0,0,10,0.1,False
21,1774272844.53,132.78,132.08,-13.63,2.23,-5.89,drive,0.2,-0.2,0,1.0,False
22,1774272847.5,125.4,125.3,4.88,2.75,2.23,drive,0.2,0.2,0,1.0,False
23,1774272850.47,116.72,115.66,-15.67,3.25,-7.72,brake,0,0,10,0.1,False
24,1774272853.59,108.68,107.54,-15.7,2.06,-8.31,drive,0.2,-0.3,0,1.0,False
25,1774272856.71,101.64,101.49,5.51,2.57,3.11,drive,0.2,0.3,0,1.0,False
26,1774272859.68,93.12,91.46,-17.51,3.06,-10.84,brake,0,0,10,0.1,False
27,1774272863.39,85.69,83.91,-17.36,1.87,-11.69,drive,0.2,-0.5,0,1.0,False
28,1774272866.45,78.26,77.75,8.92,2.35,6.55,drive,0.2,0.5,0,1.0,False
29,1774272869.57,70.62,68.3,-17.98,2.8,-14.75,drive,0.15,-0.7,0,0.5,False
30,1774272872.42,61.96,58.02,21.73,3.0,20.53,brake,0,0,10,0.1,False
31,1774272875.6,55.43,51.0,21.7,1.82,23.04,drive,0.2,0.7,0,1.0,False
32,1774272878.73,49.4,49.39,0.89,2.26,1.03,drive,0.3,0.1,0,1.0,False
33,1774272881.84,41.35,41.28,-2.45,3.07,-3.4,brake,0,0,10,0.1,False
34,1774272884.96,33.4,33.31,-2.42,1.88,-4.15,drive,0.2,-0.2,0,1.0,False
35,1774272887.96,26.85,26.82,1.31,2.43,2.8,drive,0.2,0.2,0,1.0,False
36,1774272893.1,18.94,18.82,-2.12,2.95,-6.44,drive,0.15,-0.6,0,0.5,False
37,1774272896.15,3.92,3.53,1.72,3.18,25.94,brake,0,0,30,1.0,False
