step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774275675.42,190.19,-72.12,175.99,0.02,112.28,drive,0.2,1,0,0.5,False
1,1774275677.79,190.37,-56.06,181.92,0.63,107.13,drive,0.2,1,0,0.5,False
2,1774275680.19,190.7,-12.87,190.27,1.16,93.87,drive,0.2,1,0,0.5,False
3,1774275682.54,190.43,56.54,181.84,1.65,72.73,drive,0.3,1,0,1.0,False
4,1774275685.11,188.36,136.64,129.64,2.33,43.49,drive,0.4,1,0,1.0,False
5,1774275687.8,182.81,181.22,24.11,3.17,7.58,brake,0,0,10,0.1,False
6,1774275690.15,175.24,175.24,-1.16,1.99,-0.38,drive,0.2,-0.1,0,1.0,False
7,1774275693.1,170.08,169.79,9.93,2.54,3.35,drive,0.3,0.3,0,1.0,False
8,1774275696.12,162.09,159.43,-29.21,3.31,-10.38,brake,0,0,20,0.1,False
9,1774275698.57,152.7,147.5,-39.51,2.76,-15.0,drive,0.2,-0.5,0,1.0,False
10,1774275700.93,142.61,133.65,49.74,5.89,20.41,brake,0,0,30,0.1,False
11,1774275703.33,129.07,114.05,60.43,5.11,27.92,brake,0,0,30,0.1,False
12,1774275706.98,120.34,103.99,60.58,1.96,30.22,drive,0.2,0.5,0,1.0,False
13,1774275709.65,113.75,110.09,28.61,2.45,14.57,drive,0.3,0.2,0,1.0,False
14,1774275712.13,106.7,106.31,9.21,3.24,4.95,brake,0,0,20,0.1,False
15,1774275714.8,100.46,100.06,8.91,1.01,5.09,drive,0.1,0.1,0,1.0,False
16,1774275717.42,97.51,97.35,5.59,1.33,3.29,drive,0.2,0.1,0,1.0,False
17,1774275719.84,93.58,93.57,1.19,1.92,0.73,drive,0.3,0.1,0,1.0,False
18,1774275722.44,88.32,88.19,-4.74,2.76,-3.08,drive,0.2,-0.1,0,1.0,False
19,1774275724.71,80.74,80.7,2.28,3.3,1.62,brake,0,0,10,0.1,False
20,1774275727.18,74.16,74.12,2.41,2.13,1.86,drive,0.3,0.1,0,1.0,False
21,1774275729.73,68.28,68.23,-2.62,2.98,-2.2,drive,0.3,-0.1,0,1.0,False
22,1774275732.9,60.15,60.07,3.11,3.78,2.96,brake,0,0,20,0.1,False
23,1774275735.4,49.95,49.86,3.03,1.54,3.48,drive,0.2,0.2,0,1.0,False
24,1774275739.12,45.63,45.6,-1.81,2.13,-2.27,drive,0.2,-0.2,0,1.0,False
25,1774275742.01,37.27,37.13,3.3,2.67,5.08,drive,0.2,0.2,0,1.0,False
26,1774275744.61,29.21,29.16,-1.83,3.19,-3.6,brake,0,0,10,0.1,False
27,1774275747.23,21.85,21.76,-1.92,2.02,-5.04,drive,0.2,-0.2,0,1.0,False
28,1774275749.63,16.19,16.19,0.38,2.57,1.33,drive,0.2,0.1,0,1.0,False
29,1774275752.07,9.68,9.66,-0.52,3.11,-3.09,brake,0,0,30,1.0,False
30,1774275754.75,4.42,4.39,-0.52,0.02,-6.81,drive,0.1,-0.7,0,0.5,False
31,1774275757.4,4.09,4.08,-0.35,0.33,-4.9,drive,0.1,-0.5,0,0.5,False
32,1774275760.14,3.0,3.0,-0.08,0.62,-1.57,brake,0,0,50,1.0,False
