step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774270843.63,120.48,-120.01,-10.65,0.02,-174.93,drive,0.2,-1,0,0.5,False
1,1774270846.21,120.95,-119.27,-20.06,0.61,-170.45,drive,0.2,-1,0,0.5,False
2,1774270848.5,122.85,-113.24,-47.63,1.14,-157.19,drive,0.2,-1,0,0.5,False
3,1774270850.75,125.33,-91.42,-85.73,1.61,-136.84,drive,0.2,-1,0,0.5,False
4,1774270853.33,127.6,-44.14,-119.72,2.01,-110.24,drive,0.2,-1,0,0.5,False
5,1774270856.04,128.45,23.86,-126.21,2.34,-79.3,drive,0.2,-0.8,0,1.0,False
6,1774270858.67,125.99,85.97,-92.1,2.66,-46.97,drive,0.3,-0.5,0,1.0,False
7,1774270860.82,120.14,111.94,-43.64,3.32,-21.3,brake,0,0,10,0.1,False
8,1774270863.27,114.24,107.46,-38.76,2.1,-19.83,drive,0.2,-0.3,0,1.0,False
9,1774270865.59,109.07,107.47,-18.65,2.57,-9.85,drive,0.3,-0.2,0,1.0,False
10,1774270867.75,102.68,102.68,-1.02,3.32,-0.57,brake,0,0,20,0.5,False
11,1774270870.11,97.12,97.12,-0.24,1.06,-0.14,drive,0.1,-0.1,0,1.0,False
12,1774270872.42,94.4,94.36,2.94,1.31,1.78,drive,0.2,0.2,0,1.0,False
13,1774270874.97,91.06,90.93,-5.0,1.83,-3.15,drive,0.2,-0.3,0,1.0,False
14,1774270877.4,86.12,85.61,9.31,2.32,6.21,drive,0.2,0.3,0,1.0,False
15,1774270879.87,80.19,79.87,-7.18,2.79,-5.14,drive,0.2,-0.3,0,1.0,False
16,1774270882.26,73.03,72.32,10.1,3.24,7.95,brake,0,0,20,0.5,False
17,1774270884.58,65.68,64.61,11.79,2.34,10.34,drive,0.2,0.3,0,1.0,False
18,1774270886.79,58.18,57.8,-6.58,4.37,-6.49,brake,0,0,30,0.5,False
19,1774270889.2,49.08,48.43,-8.01,2.72,-9.39,drive,0.2,-0.3,0,1.0,False
20,1774270891.82,40.39,39.92,6.14,4.81,8.74,brake,0,0,30,0.5,False
21,1774270894.33,27.95,26.92,7.49,3.34,15.55,brake,0,0,15.0,1.0,True
22,1774270896.77,19.2,17.64,7.58,3.28,23.25,brake,0,0,15.0,1.0,True
23,1774270899.27,12.77,10.34,7.5,1.84,35.95,drive,0.1,0.8,0,0.5,False
24,1774270901.79,9.03,7.97,4.26,1.97,28.12,drive,0.2,0.5,0,0.5,False
25,1774270904.21,4.41,3.83,2.19,2.45,29.78,brake,0,0,30,1.0,False
