step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774270740.26,222.96,-94.96,-201.73,0.02,-115.21,drive,0.2,-1,0,0.5,False
1,1774270742.48,223.11,-80.1,-208.23,0.6,-111.04,drive,0.2,-1,0,0.5,False
2,1774270744.7,223.51,-32.54,-221.13,1.12,-98.37,drive,0.2,-1,0,0.5,False
3,1774270746.91,223.45,46.15,-218.64,1.59,-78.08,drive,0.3,-0.8,0,1.0,False
4,1774270749.03,221.87,136.86,-174.63,2.29,-51.91,drive,0.4,-0.5,0,1.0,False
5,1774270751.42,217.65,194.82,-97.05,3.3,-26.48,brake,0,0,20,0.1,False
6,1774270753.62,211.92,192.93,-87.68,1.06,-24.44,drive,0.3,-0.3,0,1.0,False
7,1774270755.84,209.3,198.75,-65.62,1.88,-18.27,drive,0.3,-0.2,0,1.0,False
8,1774270758.16,204.8,201.01,-39.22,2.68,-11.04,drive,0.2,-0.1,0,1.0,False
9,1774270761.19,198.36,197.19,-21.44,3.18,-6.2,brake,0,0,10,0.1,False
10,1774270764.31,189.14,188.51,-15.43,3.02,-4.68,brake,0,0,15.0,1.0,True
11,1774270766.65,174.98,174.53,-12.52,5.14,-4.1,brake,0,0,20,1.0,False
12,1774270768.81,161.22,160.76,-12.09,5.2,-4.3,brake,0,0,20,1.0,False
13,1774270771.17,151.34,150.82,-12.54,3.0,-4.75,drive,0.2,-0.2,0,1.0,False
14,1774270774.72,144.04,143.5,12.46,3.5,4.96,brake,0,0,15.0,1.0,True
15,1774270776.9,132.86,132.06,14.56,1.76,6.29,drive,0.2,0.2,0,1.0,False
16,1774270779.72,128.69,128.68,0.4,2.31,0.18,drive,0.3,0.0,0,1.0,False
17,1774270782.06,121.62,121.62,-0.72,3.12,-0.34,brake,0,0,20,1.0,False
18,1774270784.23,115.86,115.86,-0.96,0.9,-0.47,drive,0.2,-0.1,0,1.0,False
19,1774270786.43,113.54,113.5,2.67,1.47,1.35,drive,0.2,0.1,0,1.0,False
20,1774270788.65,109.97,109.94,-2.26,2.03,-1.18,drive,0.2,-0.1,0,1.0,False
21,1774270791.0,105.11,105.03,4.09,2.58,2.23,drive,0.2,0.2,0,1.0,False
22,1774270793.53,98.64,98.02,-11.01,3.1,-6.41,brake,0,0,20,0.5,False
23,1774270796.34,92.38,91.58,-12.1,0.87,-7.53,drive,0.2,-0.7,0,1.0,False
24,1774270798.76,89.64,89.49,5.26,1.37,3.36,drive,0.2,0.3,0,1.0,False
25,1774270801.02,85.98,85.94,-2.3,1.92,-1.53,drive,0.3,-0.2,0,1.0,False
26,1774270803.29,81.09,80.81,6.74,2.73,4.77,drive,0.2,0.4,0,1.0,False
27,1774270805.38,74.73,72.99,-16.06,3.2,-12.41,brake,0,0,20,0.5,False
28,1774270807.53,69.68,67.03,-19.05,0.97,-15.86,drive,0.2,-0.5,0,1.0,False
29,1774270809.85,67.33,66.77,-8.72,1.51,-7.44,drive,0.3,-0.3,0,1.0,False
30,1774270812.27,63.35,63.31,2.36,2.32,2.13,drive,0.4,0.2,0,1.0,False
31,1774270814.54,57.04,56.8,-5.22,3.39,-5.25,brake,0,0,10,0.5,False
32,1774270816.97,50.22,49.87,-5.96,2.21,-6.82,drive,0.3,-0.3,0,1.0,False
33,1774270819.39,44.38,44.25,3.32,2.99,4.29,drive,0.4,0.3,0,1.0,False
34,1774270821.67,36.65,36.14,-6.12,3.99,-9.61,brake,0,0,20,0.5,False
35,1774270824.18,29.14,28.21,-7.33,1.75,-14.57,drive,0.2,-1.0,0,0.5,False
36,1774270826.53,24.63,24.41,3.28,2.12,7.65,drive,0.3,0.3,0,1.0,False
37,1774270828.93,19.32,19.14,2.67,2.92,7.93,drive,0.3,0.3,0,1.0,False
38,1774270831.23,11.81,11.74,-1.3,3.69,-6.31,brake,0,0,20,0.5,False
39,1774270833.55,4.97,4.71,-1.6,1.49,-18.72,drive,0.1,-1.0,0,0.5,False
