file,success,initial_distance_m,final_distance_m,distance_reduction_m,progress_ratio,n_steps,episode_duration_s,mean_speed_mps,max_speed_mps,n_drive_actions,n_brake_actions,total_brake_time_s,mean_brake_strength,n_safety_overrides,pct_safety_overrides,mean_abs_bearing_deg,max_abs_bearing_deg,steer_diff_mean,throttle_diff_mean,steer_sign_changes,forward_sign_changes
1.csv,True,198.18,3.47,194.71,0.9824906650519729,32,78.3600001335144,2.5168749999999998,5.22,23,9,9.0,16.666666666666668,5,15.625,8.933125,27.22,0.132258064516129,0.05806451612903226,7,0
10.csv,False,188.75,56.43,132.32,0.7010331125827814,101,272.8399999141693,0.5267326732673268,5.12,14,87,48.0,73.33333333333333,3,2.9702970297029703,7.843465346534656,157.4,0.022000000000000002,0.004,2,0
11.csv,False,45.39,20.25,25.14,0.5538664904163912,101,306.9800000190735,0.9886138613861387,3.26,95,6,4.5,37.5,3,2.9702970297029703,112.58297029702972,172.64,0.11,0.027000000000000003,0,3
12.csv,False,241.37,32.75,208.62,0.8643161950532378,101,294.14999985694885,0.7187128712871286,5.36,24,77,43.0,72.79220779220779,4,3.9603960396039604,6.20039603960396,108.29,0.048,0.014000000000000002,12,0
13.csv,True,193.76,9.72,184.04,0.9498348472336912,32,88.32999992370605,2.1937499999999996,5.67,25,7,6.5,15.0,2,6.25,20.205,121.24,0.16451612903225807,0.016129032258064516,11,0
14.csv,False,279.88,10.96,268.92,0.9608403601543519,101,288.34999990463257,0.8835643564356437,6.34,25,76,43.5,87.63157894736842,6,5.9405940594059405,8.918217821782175,75.81,0.07800000000000001,0.03,14,0
15.csv,False,270.73,169.7,101.03000000000003,0.3731762272374691,101,295.289999961853,0.38722772277227724,5.38,8,93,50.5,92.68817204301075,3,2.9702970297029703,6.4347524752475245,133.49,0.012,0.004,0,0
16.csv,True,294.94,4.6,290.34,0.9844036075133925,51,148.0899999141693,2.0088235294117647,7.06,39,12,11.1,14.166666666666666,3,5.882352941176471,8.200588235294116,88.8,0.176,0.032,27,0
17.csv,True,297.49,3.02,294.47,0.989848398265488,49,145.57999992370605,2.0410204081632655,6.66,35,14,13.0,14.285714285714286,4,8.16326530612245,6.74673469387755,57.62,0.15416666666666665,0.05000000000000001,22,0
18.csv,False,195.55,98.03,97.52000000000001,0.49869598568141144,101,318.72000002861023,0.3213861386138614,5.83,7,94,94.0,5.691489361702128,2,1.9801980198019802,3.589108910891089,70.34,0.012000000000000002,0.006000000000000001,0,0
19.csv,False,116.36,25.11,91.25,0.7842041938810588,101,321.3400001525879,0.5693069306930691,6.71,54,47,47.0,28.29787234042553,4,3.9603960396039604,89.2541584158416,134.02,0.8740000000000001,0.09399999999999997,1,3
2.csv,False,216.44,8.63,207.81,0.9601275180188505,101,228.85999989509583,0.9327722772277228,5.26,33,68,32.3,84.33823529411765,1,0.9900990099009901,11.390891089108909,174.29,0.09600000000000002,0.008,17,0
20.csv,False,276.47,14.27,262.20000000000005,0.9483849965638226,101,312.1800000667572,0.8173267326732672,6.34,29,72,40.1,71.25,4,3.9603960396039604,8.186831683168318,116.69,0.034,0.01,8,0
21.csv,False,259.8,13.43,246.37,0.948306389530408,101,238.99000000953674,0.9826732673267327,3.6,30,71,38.6,77.95774647887323,4,3.9603960396039604,12.639207920792082,151.96,0.08200000000000002,0.03,14,0
