step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774963722.95,224.04,206.41,-87.11,0.02,-22.88,drive,0.2,-0.2,0,1.0,False
1,1774963725.21,223.69,207.15,-84.42,0.63,-22.17,drive,0.2,-0.2,0,1.0,False
2,1774963727.26,222.04,209.15,-74.56,1.24,-19.62,drive,0.2,-0.2,0,1.0,False
3,1774963729.17,219.24,211.88,-56.33,1.85,-14.89,drive,0.2,-0.2,0,1.0,False
4,1774963731.38,215.44,213.21,-30.91,2.43,-8.25,drive,0.2,-0.2,0,1.0,False
5,1774963733.28,209.79,209.79,1.13,2.99,0.31,brake,0,0,10,0.1,False
6,1774963735.38,204.72,204.6,6.8,1.87,1.9,drive,0.2,0.2,0,1.0,False
7,1774963737.65,200.52,200.05,-13.67,2.41,-3.91,drive,0.2,-0.2,0,1.0,False
8,1774963739.5,194.7,194.55,7.57,2.97,2.23,brake,0,0,10,0.1,False
9,1774963741.29,189.83,189.39,12.94,1.86,3.91,drive,0.2,0.2,0,1.0,False
10,1774963743.27,186.28,186.2,-5.45,2.39,-1.68,drive,0.2,-0.2,0,1.0,False
11,1774963745.24,181.17,180.66,13.67,2.95,4.33,brake,0,0,10,0.1,False
12,1774963747.21,176.02,175.06,18.27,1.83,5.96,drive,0.2,0.2,0,1.0,False
13,1774963749.96,172.18,172.18,1.23,2.36,0.41,drive,0.2,0.0,0,1.0,False
14,1774963751.98,165.27,165.25,-2.9,2.95,-1.0,drive,0.2,-0.1,0,1.0,False
15,1774963754.01,159.0,158.69,9.79,3.5,3.53,brake,0,0,10,0.1,False
16,1774963756.1,152.48,152.01,11.98,2.38,4.5,drive,0.2,0.2,0,1.0,False
17,1774963758.27,147.29,147.14,-6.73,2.9,-2.62,drive,0.2,-0.1,0,1.0,False
18,1774963760.05,140.72,140.72,0.26,3.45,0.11,brake,0,0,10,0.1,False
19,1774963762.49,135.11,135.09,2.47,2.33,1.05,drive,0.2,0.1,0,1.0,False
20,1774963764.54,129.04,128.73,-8.95,3.16,-3.98,brake,0,0,10,0.1,False
21,1774963766.37,122.46,121.48,-15.47,2.81,-7.26,drive,0.2,-0.2,0,1.0,False
22,1774963768.59,116.3,116.16,5.69,4.15,2.8,brake,0,0,10,0.1,False
23,1774963771.08,106.02,105.76,7.36,4.49,3.98,brake,0,0,20,0.1,False
24,1774963773.11,94.52,94.46,3.49,3.83,2.11,brake,0,0,20,0.1,False
25,1774963794.06,86.73,86.73,0.23,2.81,0.15,drive,0.3,0.0,0,1.0,False
26,1774963796.38,9.56,-9.5,1.09,5.34,173.47,brake,0,0,15.0,1.0,True
27,1774963803.7,21.04,-21.01,1.08,3.66,177.06,brake,0,0,20,0.1,False
28,1774963806.05,46.23,-46.22,1.04,1.42,178.71,brake,0,0,20,0.1,False
29,1774963808.01,48.5,-48.49,1.02,0.09,178.79,brake,0,0,80,0.5,False
30,1774963809.84,48.4,-48.39,1.01,0.01,178.8,brake,0,0,80,0.5,False
31,1774963811.76,48.4,-48.39,1.01,0.0,178.8,drive,0.2,1.0,0,0.5,False
32,1774963813.84,48.67,-48.57,3.17,0.52,176.27,drive,0.2,1.0,0,1.0,False
33,1774963815.75,50.06,-48.43,12.68,1.03,165.33,drive,0.2,1.0,0,1.0,False
34,1774963817.63,52.08,-43.97,27.9,1.48,147.6,drive,0.2,1.0,0,1.0,False
35,1774963819.85,54.21,-30.47,44.83,1.88,124.2,drive,0.2,1.0,0,1.0,False
36,1774963822.18,55.74,-6.1,55.4,2.24,96.29,drive,0.15,1.0,0,0.5,False
37,1774963824.14,54.91,23.47,49.64,2.43,64.69,drive,0.2,0.7,0,1.0,False
38,1774963826.45,51.6,43.19,28.22,2.8,33.16,drive,0.3,0.3,0,1.0,False
39,1774963828.57,45.16,44.02,10.1,3.55,12.92,brake,0,0,10,0.1,False
40,1774963830.51,38.3,37.59,7.34,2.43,11.05,drive,0.2,0.2,0,1.0,False
41,1774963832.49,33.45,33.31,3.04,2.91,5.21,drive,0.3,0.2,0,1.0,False
42,1774963834.54,27.3,27.2,-2.3,3.66,-4.83,brake,0,0,10,0.1,False
43,1774963836.59,20.37,20.11,-3.3,2.54,-9.33,drive,0.2,-0.2,0,1.0,False
44,1774963838.55,15.06,15.01,-1.17,3.02,-4.45,brake,0,0,20,0.5,False
45,1774963840.53,10.24,10.22,-0.7,0.86,-3.9,brake,0,0,30,1.0,False
46,1774963842.49,9.33,9.31,-0.7,0.06,-4.28,brake,0,0,80,0.5,False
47,1774963844.77,9.38,9.36,-0.7,0.0,-4.25,brake,0,0,100,0.5,False
48,1774963846.9,9.38,9.36,-0.69,0.0,-4.24,drive,0.2,-0.2,0,1.0,False
49,1774963848.9,9.09,9.07,-0.59,0.57,-3.74,brake,0,0,20,1.0,False
50,1774963851.07,8.44,8.42,-0.55,0.04,-3.7,brake,0,0,80,0.5,False
51,1774963853.12,8.48,8.47,-0.54,0.0,-3.68,brake,0,0,80,0.5,False
52,1774963855.21,8.48,8.47,-0.54,0.0,-3.67,drive,0.2,-0.2,0,1.0,False
53,1774963857.1,8.19,8.18,-0.45,0.57,-3.15,brake,0,0,20,1.0,False
54,1774963859.33,7.61,7.6,-0.41,0.04,-3.07,brake,0,0,80,0.5,False
55,1774963861.93,7.66,7.65,-0.41,0.0,-3.04,drive,0.2,-0.2,0,1.0,False
56,1774963864.05,7.37,7.36,-0.32,0.57,-2.51,brake,0,0,20,1.0,False
57,1774963866.29,6.64,6.64,-0.28,0.04,-2.44,drive,0.2,-0.2,0,1.0,False
58,1774963868.37,6.44,6.44,-0.22,0.53,-1.98,brake,0,0,20,1.0,False
59,1774963870.64,5.79,5.79,-0.19,0.04,-1.88,drive,0.2,-0.2,0,1.0,False
60,1774963872.76,5.58,5.58,-0.14,0.53,-1.4,brake,0,0,20,1.0,False
61,1774963874.81,4.9,4.9,-0.11,0.04,-1.25,drive,0.2,-0.2,0,1.0,False
62,1774963877.13,4.69,4.69,-0.06,0.53,-0.74,brake,0,0,20,1.0,False
63,1774963879.22,3.9,3.9,-0.04,0.04,-0.54,drive,0.2,-0.2,0,1.0,False
64,1774963881.1,3.67,3.67,0.0,0.54,0.04,brake,0,0,20,1.0,False
65,1774963883.05,3.13,3.13,0.02,0.04,0.37,brake,0,0,20,1.0,False
66,1774963885.05,3.16,3.16,0.02,0.0,0.36,brake,0,0,80,0.5,False
67,1774963886.99,3.16,3.16,0.02,0.0,0.37,brake,0,0,80,0.5,False
68,1774963888.76,3.16,3.16,0.02,0.0,0.38,brake,0,0,80,0.5,False
69,1774963890.79,3.16,3.16,0.02,0.0,0.38,brake,0,0,80,0.5,False
70,1774963892.81,3.16,3.16,0.02,0.0,0.38,brake,0,0,80,0.5,False
71,1774963895.53,3.17,3.17,0.02,0.0,0.39,brake,0,0,80,0.5,False
72,1774963897.63,3.17,3.17,0.02,0.0,0.39,brake,0,0,80,0.5,False
73,1774963899.81,3.17,3.17,0.02,0.0,0.4,brake,0,0,80,0.5,False
74,1774963901.63,3.17,3.17,0.02,0.0,0.4,brake,0,0,80,0.5,False
75,1774963903.67,3.17,3.17,0.02,0.0,0.41,brake,0,0,80,0.5,False
76,1774963906.01,3.18,3.18,0.02,0.0,0.42,brake,0,0,80,0.5,False
77,1774963907.97,3.18,3.18,0.02,0.0,0.43,brake,0,0,80,0.5,False
78,1774963909.79,3.18,3.18,0.02,0.0,0.43,brake,0,0,80,0.5,False
79,1774963911.82,3.18,3.18,0.02,0.0,0.44,brake,0,0,80,0.5,False
