step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774896982.2,193.76,-100.39,-165.73,0.0,-121.21,drive,0.2,-1.0,0,0.5,False
1,1774896984.17,193.91,-92.53,-170.41,0.57,-118.5,drive,0.2,-1.0,0,0.5,False
2,1774896986.22,194.42,-58.84,-185.31,1.07,-107.62,drive,0.2,-1.0,0,0.5,False
3,1774896988.34,194.7,5.75,-194.62,1.55,-88.31,drive,0.2,-0.8,0,1.0,False
4,1774896990.25,193.77,85.86,-173.71,1.98,-63.7,drive,0.3,-0.6,0,1.0,False
5,1774896992.46,191.1,149.25,-119.36,2.66,-38.65,drive,0.4,-0.4,0,1.0,False
6,1774896994.26,185.36,178.18,-51.07,3.61,-15.99,brake,0,0,10,0.1,False
7,1774896996.16,179.34,176.56,-31.45,2.57,-10.1,drive,0.2,-0.2,0,1.0,False
8,1774896998.18,174.38,174.09,-9.99,2.99,-3.28,drive,0.3,-0.1,0,1.0,False
9,1774897000.4,167.88,167.62,9.47,3.73,3.23,brake,0,0,10,0.1,False
10,1774897002.38,160.2,159.69,12.78,2.66,4.57,drive,0.2,0.2,0,1.0,False
11,1774897004.23,153.32,152.89,-11.51,4.84,-4.31,brake,0,0,20,0.1,False
12,1774897005.92,143.41,142.3,-17.75,4.97,-7.11,brake,0,0,20,0.1,False
13,1774897007.99,134.49,133.69,-14.63,4.77,-6.25,brake,0,0,20,0.1,False
14,1774897009.64,124.15,123.22,-15.13,3.67,-7.0,brake,0,0,20,0.1,False
15,1774897011.39,119.31,118.33,-15.24,1.43,-7.34,drive,0.2,-0.2,0,1.0,False
16,1774897013.36,116.73,116.52,-7.0,1.87,-3.44,drive,0.3,-0.2,0,1.0,False
17,1774897015.24,112.59,112.34,7.44,2.66,3.79,drive,0.3,0.2,0,1.0,False
18,1774897017.18,107.05,106.99,-3.62,3.47,-1.94,brake,0,0,10,0.1,False
19,1774897019.08,100.87,100.57,-7.82,2.39,-4.45,drive,0.3,-0.2,0,1.0,False
20,1774897021.18,96.06,95.99,3.8,3.09,2.27,brake,0,0,10,0.1,False
21,1774897023.08,90.03,89.72,7.47,2.03,4.76,drive,0.3,0.2,0,1.0,False
22,1774897025.02,85.92,85.91,-1.0,2.73,-0.67,brake,0,0,10,0.1,False
23,1774897027.0,81.06,80.96,-3.93,1.68,-2.78,drive,0.2,-0.2,0,1.0,False
24,1774897028.87,77.57,77.52,2.73,2.15,2.02,drive,0.3,0.2,0,1.0,False
25,1774897030.75,73.16,73.1,-3.01,2.92,-2.36,brake,0,0,10,0.1,False
26,1774897032.71,68.09,67.85,-5.75,1.88,-4.84,drive,0.2,-0.2,0,1.0,False
27,1774897034.67,64.27,64.27,0.19,2.34,0.17,drive,0.4,0.1,0,1.0,False
28,1774897036.61,59.18,59.16,-1.3,3.32,-1.26,brake,0,0,10,0.1,False
29,1774897038.23,53.03,52.97,-2.48,2.34,-2.69,drive,0.2,-0.2,0,1.0,False
30,1774897039.98,49.09,48.99,3.2,2.78,3.74,drive,0.4,0.2,0,1.0,False
31,1774897041.88,43.71,43.7,-1.02,3.75,-1.34,brake,0,0,10,0.1,False
32,1774897043.53,36.96,36.84,-3.03,2.73,-4.7,drive,0.2,-0.2,0,1.0,False
33,1774897045.15,32.33,32.3,1.36,3.17,2.41,brake,0,0,10,0.1,False
34,1774897047.55,27.69,27.56,2.67,2.09,5.53,drive,0.3,0.2,0,1.0,False
35,1774897049.57,22.48,22.48,0.35,2.77,0.88,brake,0,0,10,0.1,False
36,1774897051.49,17.27,17.27,-0.45,1.73,-1.51,drive,0.4,-0.2,0,1.0,False
37,1774897053.64,13.61,13.58,0.9,2.64,3.78,brake,0,0,10,0.1,False
38,1774897055.39,8.22,8.1,1.38,1.66,9.69,drive,0.2,0.2,0,1.0,False
39,1774897057.14,5.18,5.1,0.88,2.13,9.79,brake,0,0,20,0.2,False
