step,timestamp,distance_m,forward_m,right_m,speed_mps,bearing_deg,tool,throttle,steer,brake_strength,duration_s,overridden_by_safety
0,1774899947.98,168.89,-16.12,168.11,0.0,95.48,drive,0.2,1.0,0,0.5,False
1,1774899950.18,168.88,-0.32,168.88,0.61,90.11,drive,0.2,1.0,0,0.5,False
2,1774899952.75,168.63,40.84,163.61,1.15,75.98,drive,0.15,1.0,0,0.5,False
3,1774899955.22,167.4,95.23,137.67,1.5,55.33,drive,0.2,0.8,0,1.0,False
4,1774899957.46,164.59,140.52,85.71,1.98,31.38,drive,0.3,0.4,0,1.0,False
5,1774899959.98,159.92,154.21,42.36,2.78,15.36,drive,0.4,0.2,0,1.0,False
6,1774899962.41,152.11,151.38,14.81,3.83,5.59,brake,0,0,10,0.1,False
7,1774899964.81,144.09,143.33,14.75,2.65,5.87,drive,0.2,0.2,0,1.0,False
8,1774899966.92,137.2,136.93,-8.75,3.18,-3.66,brake,0,0,10,0.1,False
9,1774899969.57,129.62,129.21,-10.27,4.32,-4.54,brake,0,0,20,0.1,False
10,1774899971.95,115.44,114.8,-12.15,5.68,-6.04,brake,0,0,30,0.1,False
11,1774899974.29,103.09,102.37,-12.13,3.62,-6.76,brake,0,0,15.0,1.0,True
12,1774899976.72,96.16,95.41,-12.01,1.95,-7.17,drive,0.2,-0.2,0,1.0,False
13,1774899979.22,90.99,90.99,0.15,2.51,0.1,drive,0.3,0.0,0,1.0,False
14,1774899981.59,84.01,84.01,0.19,3.32,0.13,brake,0,0,10,0.1,False
15,1774899984.09,77.3,77.3,0.19,2.14,0.14,drive,0.2,0.0,0,1.0,False
16,1774899986.65,71.45,71.45,0.2,2.7,0.16,brake,0,0,10,0.1,False
17,1774899989.38,65.67,65.67,0.2,1.52,0.17,drive,0.2,0.0,0,1.0,False
18,1774899991.68,61.02,61.02,0.21,2.1,0.2,brake,0,0,10,0.1,False
19,1774899994.05,57.27,57.27,0.21,0.92,0.21,drive,0.2,0.0,0,1.0,False
20,1774899996.5,54.54,54.54,0.22,1.52,0.23,brake,0,0,10,0.1,False
21,1774899998.87,51.92,51.92,0.22,0.35,0.24,drive,0.2,0.0,0,1.0,False
22,1774900001.03,50.55,50.54,0.23,0.95,0.26,brake,0,0,10,0.1,False
23,1774900003.38,49.5,49.5,0.23,0.04,0.27,brake,0,0,80,0.5,False
24,1774900005.8,49.53,49.53,0.24,0.0,0.27,drive,0.2,0.0,0,1.0,False
25,1774900008.61,48.96,48.96,0.25,0.61,0.29,brake,0,0,10,0.1,False
26,1774900010.88,48.01,48.01,0.25,0.04,0.3,drive,0.2,0.0,0,1.0,False
27,1774900013.35,47.55,47.55,0.27,0.57,0.32,brake,0,0,10,0.1,False
28,1774900015.69,46.85,46.85,0.27,0.04,0.33,drive,0.2,0.0,0,1.0,False
29,1774900017.92,46.38,46.38,0.28,0.57,0.35,brake,0,0,10,0.1,False
30,1774900020.78,45.81,45.81,0.28,0.04,0.35,drive,0.2,0.0,0,1.0,False
31,1774900023.09,45.35,45.35,0.29,0.58,0.37,brake,0,0,10,0.1,False
32,1774900026.05,44.74,44.74,0.3,0.04,0.38,drive,0.2,0.0,0,1.0,False
33,1774900028.4,44.27,44.27,0.31,0.58,0.4,brake,0,0,10,0.1,False
34,1774900030.78,43.66,43.66,0.31,0.04,0.41,drive,0.2,0.0,0,1.0,False
35,1774900033.05,43.19,43.18,0.32,0.57,0.43,brake,0,0,10,0.1,False
36,1774900035.55,42.61,42.61,0.33,0.04,0.44,drive,0.2,0.0,0,1.0,False
37,1774900037.69,42.14,42.14,0.34,0.57,0.46,brake,0,0,10,0.1,False
38,1774900039.96,41.63,41.63,0.34,0.04,0.46,drive,0.2,0.0,0,1.0,False
39,1774900042.31,41.15,41.15,0.35,0.57,0.48,brake,0,0,10,0.1,False
40,1774900044.79,40.52,40.52,0.35,0.04,0.5,drive,0.2,0.0,0,1.0,False
41,1774900046.91,40.05,40.05,0.36,0.57,0.52,brake,0,0,10,0.1,False
42,1774900049.11,39.55,39.55,0.36,0.04,0.53,drive,0.2,0.0,0,1.0,False
43,1774900051.48,39.08,39.08,0.37,0.57,0.55,brake,0,0,10,0.1,False
44,1774900053.74,38.43,38.43,0.38,0.04,0.56,drive,0.2,0.0,0,1.0,False
45,1774900055.95,37.96,37.95,0.39,0.57,0.58,brake,0,0,10,0.1,False
46,1774900058.29,37.4,37.4,0.39,0.04,0.59,drive,0.2,0.0,0,1.0,False
47,1774900060.49,36.94,36.94,0.4,0.57,0.61,brake,0,0,10,0.1,False
48,1774900062.77,36.39,36.38,0.4,0.04,0.63,drive,0.2,0.0,0,1.0,False
49,1774900064.99,35.91,35.91,0.41,0.57,0.65,brake,0,0,10,0.1,False
50,1774900067.23,35.36,35.36,0.41,0.04,0.66,drive,0.2,0.0,0,1.0,False
51,1774900069.7,34.87,34.87,0.42,0.57,0.69,brake,0,0,10,0.1,False
52,1774900072.17,34.19,34.19,0.42,0.04,0.7,drive,0.2,0.0,0,1.0,False
53,1774900074.64,33.72,33.72,0.43,0.57,0.73,brake,0,0,10,0.1,False
54,1774900077.45,33.03,33.03,0.43,0.04,0.75,drive,0.2,0.0,0,1.0,False
55,1774900079.72,32.57,32.57,0.44,0.57,0.77,brake,0,0,10,0.1,False
56,1774900082.01,31.98,31.98,0.44,0.04,0.79,drive,0.2,0.0,0,1.0,False
57,1774900084.73,31.51,31.5,0.45,0.57,0.82,brake,0,0,10,0.1,False
58,1774900087.1,30.67,30.66,0.45,0.04,0.84,drive,0.2,0.0,0,1.0,False
59,1774900089.4,30.19,30.19,0.46,0.57,0.87,brake,0,0,10,0.1,False
60,1774900091.65,29.59,29.59,0.46,0.04,0.89,drive,0.2,0.0,0,1.0,False
61,1774900094.99,29.11,29.11,0.47,0.57,0.92,brake,0,0,10,0.1,False
62,1774900097.3,27.92,27.91,0.47,0.04,0.97,drive,0.2,0.0,0,1.0,False
63,1774900099.81,27.44,27.44,0.48,0.57,1.0,brake,0,0,10,0.1,False
64,1774900102.19,26.73,26.72,0.48,0.04,1.03,drive,0.2,0.0,0,1.0,False
65,1774900104.58,26.24,26.24,0.49,0.57,1.06,brake,0,0,10,0.1,False
66,1774900107.5,25.61,25.6,0.49,0.04,1.09,drive,0.2,0.0,0,1.0,False
67,1774900109.95,25.14,25.13,0.5,0.58,1.13,brake,0,0,10,0.1,False
68,1774900112.25,24.45,24.45,0.5,0.04,1.16,drive,0.2,0.0,0,1.0,False
69,1774900114.43,23.97,23.96,0.5,0.57,1.2,brake,0,0,10,0.1,False
70,1774900116.95,23.45,23.44,0.5,0.04,1.23,drive,0.2,0.0,0,1.0,False
71,1774900119.27,22.97,22.96,0.51,0.57,1.27,brake,0,0,10,0.1,False
72,1774900121.66,22.37,22.36,0.51,0.04,1.31,drive,0.2,0.0,0,1.0,False
73,1774900123.88,21.89,21.89,0.52,0.57,1.35,brake,0,0,10,0.1,False
74,1774900126.44,21.34,21.33,0.52,0.04,1.39,drive,0.2,0.0,0,1.0,False
75,1774900128.75,20.87,20.87,0.52,0.57,1.44,brake,0,0,10,0.1,False
76,1774900131.0,20.27,20.26,0.52,0.04,1.48,drive,0.2,0.0,0,1.0,False
77,1774900133.47,19.8,19.79,0.53,0.56,1.53,brake,0,0,10,0.1,False
78,1774900135.77,19.13,19.12,0.53,0.03,1.59,drive,0.2,0.0,0,1.0,False
79,1774900138.5,18.64,18.63,0.54,0.58,1.65,brake,0,0,10,0.1,False
